S0,P,APE,kappa,runtime,K,dt
100,10000,0.861653,1.22151e+11,0.117597,105,0.15
100,10000,0.930107,1.25373e+11,0.118717,105,0.15
100,10000,0.817252,1.20823e+11,0.122664,105,0.15
100,10000,1.12009,1.20096e+11,0.119206,105,0.15
100,10000,0.735821,1.19958e+11,0.126406,105,0.15
100,10000,1.41998,1.21885e+11,0.117854,105,0.15
100,10000,0.667185,1.19041e+11,0.120221,105,0.15
100,10000,0.901721,1.20894e+11,0.122609,105,0.15
100,10000,2.17842,1.18243e+11,0.125022,105,0.15
100,10000,1.77216,1.21324e+11,0.123124,105,0.15
100,10000,1.43354,1.2395e+11,0.133402,105,0.15
100,10000,0.534471,1.26079e+11,0.122304,105,0.15
100,10000,1.58935,1.24981e+11,0.124645,105,0.15
100,10000,1.82914,1.1527e+11,0.12742,105,0.15
100,10000,0.73732,1.18598e+11,0.121056,105,0.15
100,10000,1.05604,1.22477e+11,0.121425,105,0.15
100,10000,2.143,1.24336e+11,0.123595,105,0.15
100,10000,0.374665,1.15572e+11,0.12182,105,0.15
100,10000,0.082409,1.25553e+11,0.11969,105,0.15
100,10000,0.599515,1.19631e+11,0.11967,105,0.15
100,10000,0.41246,1.16238e+11,0.118207,105,0.15
100,10000,0.721509,1.25333e+11,0.118858,105,0.15
100,10000,1.53172,1.26244e+11,0.129819,105,0.15
100,10000,1.17379,1.26752e+11,0.119743,105,0.15
100,10000,1.20124,1.16284e+11,0.12003,105,0.15
100,10000,2.13071,1.18888e+11,0.116984,105,0.15
100,10000,2.13188,1.17789e+11,0.127771,105,0.15
100,10000,1.93466,1.15105e+11,0.119431,105,0.15
100,10000,1.2987,1.22422e+11,0.130905,105,0.15
100,10000,1.22692,1.96263e+11,0.110347,100,0.15
100,10000,0.0348537,1.61781e+11,0.111566,100,0.15
100,10000,0.410745,1.69691e+11,0.11104,100,0.15
100,10000,1.8755,1.80964e+11,0.127282,100,0.15
100,10000,0.397246,1.79298e+11,0.125056,100,0.15
100,10000,0.0610373,1.79742e+11,0.120439,100,0.15
100,10000,3.40953,1.90771e+11,0.121638,100,0.15
100,10000,0.896525,1.76432e+11,0.116315,100,0.15
100,10000,1.15566,1.74551e+11,0.111201,100,0.15
100,10000,1.09076,1.79117e+11,0.114655,100,0.15
100,10000,0.1872,1.79783e+11,0.110198,100,0.15
100,10000,0.859833,1.72911e+11,0.112172,100,0.15
100,10000,0.8779,1.74675e+11,0.12705,100,0.15
100,10000,0.36988,1.75941e+11,0.110746,100,0.15
100,10000,1.83383,1.83865e+11,0.108879,100,0.15
100,10000,0.872486,1.80548e+11,0.123071,100,0.15
100,10000,0.0516585,1.73347e+11,0.111107,100,0.15
100,10000,1.77354,1.72807e+11,0.110509,100,0.15
100,10000,0.282428,1.92148e+11,0.126678,100,0.15
100,10000,0.79559,1.87018e+11,0.11161,100,0.15
100,10000,1.30368,1.89033e+11,0.127857,100,0.15
100,10000,0.439551,1.72729e+11,0.116445,100,0.15
100,10000,1.80324,1.84555e+11,0.125049,100,0.15
100,10000,0.79183,1.85991e+11,0.111036,100,0.15
100,10000,0.0154328,1.70464e+11,0.110084,100,0.15
100,10000,0.996174,1.81433e+11,0.110448,100,0.15
100,10000,2.18932,1.76649e+11,0.109303,100,0.15
100,10000,0.610587,1.71268e+11,0.11045,100,0.15
100,10000,0.0767876,1.84211e+11,0.120514,100,0.15
100,10000,1.58513,1.62114e+11,0.123354,100,0.15
100,10000,1.36528,1.67545e+11,0.11025,100,0.15
100,10000,1.17014,1.78503e+11,0.109743,100,0.15
100,10000,0.331965,1.75936e+11,0.112519,100,0.15
100,10000,0.18826,1.92147e+11,0.11916,100,0.15
100,10000,1.11206,1.87387e+11,0.131178,100,0.15
100,10000,1.39127,1.87353e+11,0.114996,100,0.15
100,10000,0.307069,1.89604e+11,0.124779,100,0.15
100,10000,0.669425,1.76354e+11,0.128006,100,0.15
100,10000,0.777593,1.80615e+11,0.112035,100,0.15
100,10000,0.96796,1.83373e+11,0.113796,100,0.15
100,10000,1.5528,1.76719e+11,0.113902,100,0.15
100,10000,0.206207,1.98834e+11,0.112274,100,0.15
100,10000,1.88637,1.80594e+11,0.110583,100,0.15
100,10000,0.963485,1.71801e+11,0.111152,100,0.15
100,10000,1.93436,1.75499e+11,0.108815,100,0.15
100,10000,1.56978,1.94381e+11,0.110889,100,0.15
100,10000,0.836344,1.80959e+11,0.113099,100,0.15
100,10000,1.06867,1.83846e+11,0.116172,100,0.15
100,10000,0.0156794,1.79058e+11,0.11514,100,0.15
100,10000,4.05392,1.78396e+11,0.110769,100,0.15
100,10000,0.984477,2.51778e+11,0.103815,95,0.15
100,10000,1.30631,3.06835e+11,0.114483,95,0.15
100,10000,2.5454,2.54336e+11,0.111164,95,0.15
100,10000,0.413766,2.64164e+11,0.103071,95,0.15
100,10000,1.59602,2.87815e+11,0.105183,95,0.15
100,10000,2.54262,2.88616e+11,0.118756,95,0.15
100,10000,2.3779,2.68918e+11,0.11776,95,0.15
100,10000,0.793197,3.34976e+11,0.10362,95,0.15
100,10000,1.11457,2.73353e+11,0.10618,95,0.15
100,10000,1.10472,2.65126e+11,0.104043,95,0.15
100,10000,0.492075,2.5681e+11,0.103206,95,0.15
100,10000,1.55257,2.64359e+11,0.102369,95,0.15
100,10000,1.69008,3.15603e+11,0.106007,95,0.15
100,10000,0.4302,2.66159e+11,0.113827,95,0.15
100,10000,1.41209,2.40836e+11,0.106449,95,0.15
100,10000,0.315813,2.75356e+11,0.102629,95,0.15
100,10000,1.01965,2.43382e+11,0.101972,95,0.15
100,10000,1.48745,2.53011e+11,0.102956,95,0.15
100,10000,0.0858225,2.6088e+11,0.103454,95,0.15
100,10000,1.1298,2.70182e+11,0.113044,95,0.15
100,10000,0.837308,2.63721e+11,0.107272,95,0.15
100,10000,1.20352,2.76295e+11,0.10503,95,0.15
100,10000,1.86365,2.75827e+11,0.102901,95,0.15
100,10000,1.8377,2.48437e+11,0.106172,95,0.15
100,10000,0.473713,2.93598e+11,0.104973,95,0.15
100,10000,0.408442,2.59608e+11,0.103155,95,0.15
100,10000,1.63833,2.71478e+11,0.116603,95,0.15
100,10000,0.0900371,3.18478e+11,0.108167,95,0.15
100,10000,1.42443,2.95713e+11,0.105805,95,0.15
100,10000,0.985217,3.01789e+11,0.102368,95,0.15
100,10000,1.23248,2.71867e+11,0.104328,95,0.15
100,10000,1.30555,2.65212e+11,0.104091,95,0.15
100,10000,2.11277,3.02189e+11,0.102182,95,0.15
100,10000,0.130441,2.64706e+11,0.119325,95,0.15
100,10000,0.167919,3.26733e+11,0.111015,95,0.15
100,10000,1.59946,2.84086e+11,0.10493,95,0.15
100,10000,0.430634,2.85963e+11,0.117972,95,0.15
100,10000,0.424352,2.78293e+11,0.103974,95,0.15
100,10000,3.35084,2.91898e+11,0.103257,95,0.15
100,10000,1.95562,3.08223e+11,0.109852,95,0.15
100,10000,0.363371,3.13395e+11,0.105616,95,0.15
100,10000,1.39722,2.95784e+11,0.102211,95,0.15
100,10000,0.124389,2.48967e+11,0.110409,95,0.15
100,10000,1.23068,2.95426e+11,0.103899,95,0.15
100,10000,0.478321,2.81267e+11,0.105342,95,0.15
100,10000,0.964107,2.88278e+11,0.103008,95,0.15
100,10000,0.780722,2.82746e+11,0.116094,95,0.15
100,10000,1.35351,2.4757e+11,0.117664,95,0.15
100,10000,1.50441,2.90242e+11,0.103493,95,0.15
100,10000,0.527001,2.81878e+11,0.102431,95,0.15
100,10000,1.40595,5.6556e+10,0.118841,110,0.2
100,10000,0.317962,5.73802e+10,0.121918,110,0.2
100,10000,2.00587,5.47937e+10,0.118872,110,0.2
100,10000,0.231087,5.67648e+10,0.120714,110,0.2
100,10000,3.05079,5.70571e+10,0.118088,110,0.2
100,10000,1.11016,5.35292e+10,0.118852,110,0.2
100,10000,1.71389,5.75593e+10,0.140003,110,0.2
100,10000,2.6533,5.59801e+10,0.11922,110,0.2
100,10000,1.8025,5.61318e+10,0.121276,110,0.2
100,10000,0.214505,5.60341e+10,0.122839,110,0.2
100,10000,2.00042,5.70523e+10,0.126058,110,0.2
100,10000,0.100729,5.38711e+10,0.130007,110,0.2
100,10000,1.11161,5.47935e+10,0.122996,110,0.2
100,10000,1.31474,5.68355e+10,0.121958,110,0.2
100,10000,0.284472,5.58057e+10,0.134156,110,0.2
100,10000,0.913046,5.34974e+10,0.129316,110,0.2
100,10000,0.418555,5.7009e+10,0.124516,110,0.2
100,10000,0.624292,5.68152e+10,0.122063,110,0.2
100,10000,0.739674,5.76662e+10,0.12858,110,0.2
100,10000,1.50703,5.30713e+10,0.122225,110,0.2
100,10000,1.32624,5.54112e+10,0.119501,110,0.2
100,10000,0.656966,5.29189e+10,0.119985,110,0.2
100,10000,1.36108,5.54234e+10,0.119693,110,0.2
100,10000,0.359421,5.80368e+10,0.121052,110,0.2
100,10000,2.23836,5.48315e+10,0.119857,110,0.2
100,10000,0.879099,5.41678e+10,0.138509,110,0.2
100,10000,0.292295,5.59336e+10,0.12131,110,0.2
100,10000,0.315213,5.79807e+10,0.118795,110,0.2
100,10000,0.804702,5.41644e+10,0.119606,110,0.2
100,10000,0.790507,5.48247e+10,0.119835,110,0.2
100,10000,1.40208,5.62736e+10,0.119585,110,0.2
100,10000,0.996381,5.61503e+10,0.119092,110,0.2
100,10000,1.06919,5.52402e+10,0.133192,110,0.2
100,10000,1.28715,5.75589e+10,0.120946,110,0.2
100,10000,1.96124,5.57355e+10,0.12142,110,0.2
100,10000,0.687997,5.64022e+10,0.118196,110,0.2
100,10000,1.03245,5.63134e+10,0.118915,110,0.2
100,10000,1.30062,5.62445e+10,0.119967,110,0.2
100,10000,3.20365,5.72423e+10,0.131758,110,0.2
100,10000,1.46864,5.34646e+10,0.133381,110,0.2
100,10000,0.17025,5.59942e+10,0.120277,110,0.2
100,10000,0.414054,5.85592e+10,0.119358,110,0.2
100,10000,2.61096,5.70906e+10,0.121935,110,0.2
100,10000,2.25674,5.71434e+10,0.119372,110,0.2
100,10000,1.43314,5.52809e+10,0.120219,110,0.2
100,10000,0.574651,5.49085e+10,0.128621,110,0.2
100,10000,1.40495,5.45609e+10,0.119318,110,0.2
100,10000,0.180306,5.35165e+10,0.121718,110,0.2
100,10000,0.655041,5.63751e+10,0.119244,110,0.2
100,10000,2.39769,6.05976e+10,0.118884,110,0.2
100,10000,1.33061,7.42873e+10,0.131742,105,0.2
100,10000,0.443969,6.94406e+10,0.141565,105,0.2
100,10000,2.24635,7.68344e+10,0.11268,105,0.2
100,10000,1.69998,7.86125e+10,0.114782,105,0.2
100,10000,2.18914,7.27381e+10,0.113428,105,0.2
100,10000,0.649435,7.02226e+10,0.122633,105,0.2
100,10000,0.0719398,7.13059e+10,0.115441,105,0.2
100,10000,0.122193,7.17451e+10,0.119169,105,0.2
100,10000,1.31334,7.40517e+10,0.116113,105,0.2
100,10000,1.17147,7.10503e+10,0.116502,105,0.2
100,10000,0.0354405,7.92261e+10,0.119101,105,0.2
100,10000,1.20896,7.0307e+10,0.114635,105,0.2
100,10000,0.278482,7.38124e+10,0.118101,105,0.2
100,10000,0.372904,7.57649e+10,0.115701,105,0.2
100,10000,0.713399,7.17063e+10,0.115072,105,0.2
100,10000,0.13771,7.64683e+10,0.140339,105,0.2
100,10000,0.149872,7.51395e+10,0.121847,105,0.2
100,10000,0.633261,6.75175e+10,0.127984,105,0.2
100,10000,0.57318,7.26305e+10,0.129009,105,0.2
100,10000,2.1313,7.3829e+10,0.114489,105,0.2
100,10000,2.23939,7.51147e+10,0.120935,105,0.2
100,10000,0.558795,7.2842e+10,0.115282,105,0.2
100,10000,0.453607,7.30196e+10,0.114072,105,0.2
100,10000,1.83563,7.85302e+10,0.113096,105,0.2
100,10000,0.00365658,7.54006e+10,0.113654,105,0.2
100,10000,1.2694,6.84771e+10,0.13195,105,0.2
100,10000,1.68505,7.54362e+10,0.115284,105,0.2
100,10000,1.23061,7.36486e+10,0.127586,105,0.2
100,10000,1.05616,7.38146e+10,0.117889,105,0.2
100,10000,0.14806,7.27911e+10,0.115423,105,0.2
100,10000,1.42322,7.32232e+10,0.116174,105,0.2
100,10000,1.85712,7.3909e+10,0.12169,105,0.2
100,10000,0.211959,6.93947e+10,0.113299,105,0.2
100,10000,0.876676,7.33301e+10,0.127033,105,0.2
100,10000,2.04288,7.21343e+10,0.114077,105,0.2
100,10000,1.02637,7.2228e+10,0.11226,105,0.2
100,10000,1.13531,7.444e+10,0.127618,105,0.2
100,10000,2.25829,7.61349e+10,0.114827,105,0.2
100,10000,0.464415,7.47095e+10,0.114919,105,0.2
100,10000,0.587334,7.9346e+10,0.130482,105,0.2
100,10000,1.26156,7.26241e+10,0.123295,105,0.2
100,10000,1.36384,7.52133e+10,0.116506,105,0.2
100,10000,1.10704,7.1855e+10,0.127178,105,0.2
100,10000,0.359082,7.52841e+10,0.118321,105,0.2
100,10000,2.57815,7.69635e+10,0.114037,105,0.2
100,10000,1.29055,7.27715e+10,0.117579,105,0.2
100,10000,0.837097,7.86941e+10,0.116857,105,0.2
100,10000,1.13938,7.6332e+10,0.116075,105,0.2
100,10000,1.21482,7.45391e+10,0.114589,105,0.2
100,10000,1.99635,7.15061e+10,0.11347,105,0.2
100,10000,1.01628,1.03115e+11,0.111905,100,0.2
100,10000,3.53493,9.99164e+10,0.108516,100,0.2
100,10000,0.0796021,9.61034e+10,0.107379,100,0.2
100,10000,0.208099,9.69474e+10,0.109665,100,0.2
100,10000,0.169513,9.26638e+10,0.133238,100,0.2
100,10000,0.752981,1.02147e+11,0.12304,100,0.2
100,10000,2.0001,9.36776e+10,0.110983,100,0.2
100,10000,0.876825,9.76044e+10,0.112092,100,0.2
100,10000,2.00201,9.62898e+10,0.108315,100,0.2
100,10000,2.20897,1.03019e+11,0.11011,100,0.2
100,10000,0.656259,9.8505e+10,0.110766,100,0.2
100,10000,0.578098,9.19094e+10,0.114517,100,0.2
100,10000,1.55539,9.94356e+10,0.107349,100,0.2
100,10000,2.23841,1.08239e+11,0.108958,100,0.2
100,10000,1.51303,9.59199e+10,0.106412,100,0.2
100,10000,0.950523,1.07359e+11,0.110726,100,0.2
100,10000,3.67495,1.00592e+11,0.105588,100,0.2
100,10000,1.233,9.96915e+10,0.105871,100,0.2
100,10000,2.81766,1.06891e+11,0.114642,100,0.2
100,10000,0.333792,1.01105e+11,0.106966,100,0.2
100,10000,2.40035,1.02787e+11,0.107642,100,0.2
100,10000,0.253561,1.12609e+11,0.106739,100,0.2
100,10000,2.34817,9.84892e+10,0.106661,100,0.2
100,10000,0.18242,1.03538e+11,0.106849,100,0.2
100,10000,0.41723,9.02949e+10,0.120759,100,0.2
100,10000,1.9257,1.07141e+11,0.120399,100,0.2
100,10000,0.367576,1.0664e+11,0.108741,100,0.2
100,10000,0.313188,1.06737e+11,0.111676,100,0.2
100,10000,2.92808,1.01558e+11,0.105542,100,0.2
100,10000,3.02006,1.08662e+11,0.108293,100,0.2
100,10000,1.49242,9.31461e+10,0.105665,100,0.2
100,10000,0.741784,1.02485e+11,0.105222,100,0.2
100,10000,0.440018,1.13536e+11,0.107064,100,0.2
100,10000,1.66376,9.47234e+10,0.105306,100,0.2
100,10000,2.4286,1.12981e+11,0.104703,100,0.2
100,10000,1.27559,9.17036e+10,0.106413,100,0.2
100,10000,2.47471,1.03655e+11,0.109412,100,0.2
100,10000,2.17939,9.53658e+10,0.107826,100,0.2
100,10000,1.81428,1.01631e+11,0.107473,100,0.2
100,10000,0.35703,1.00103e+11,0.10828,100,0.2
100,10000,0.305583,9.54616e+10,0.114332,100,0.2
100,10000,2.15653,9.58128e+10,0.106332,100,0.2
100,10000,1.22657,9.44563e+10,0.106492,100,0.2
100,10000,0.511429,9.55385e+10,0.115777,100,0.2
100,10000,2.88949,9.65477e+10,0.118278,100,0.2
100,10000,1.97357,9.29004e+10,0.123466,100,0.2
100,10000,1.5434,9.71613e+10,0.107963,100,0.2
100,10000,1.06875,1.00719e+11,0.106858,100,0.2
100,10000,0.0764981,1.03434e+11,0.106021,100,0.2
100,10000,0.465666,9.98992e+10,0.106626,100,0.2
100,10000,1.75494,1.50506e+11,0.0988516,95,0.2
100,10000,1.2591,1.24555e+11,0.100669,95,0.2
100,10000,0.983073,1.26791e+11,0.0996959,95,0.2
100,10000,0.34392,1.44449e+11,0.0996272,95,0.2
100,10000,2.28845,1.52502e+11,0.0977761,95,0.2
100,10000,0.685086,1.3227e+11,0.10428,95,0.2
100,10000,1.4623,1.49946e+11,0.0990575,95,0.2
100,10000,1.11351,1.64895e+11,0.0984498,95,0.2
100,10000,1.62668,1.44425e+11,0.0996387,95,0.2
100,10000,0.0497883,1.3812e+11,0.100147,95,0.2
100,10000,1.53653,1.47734e+11,0.0985913,95,0.2
100,10000,1.54624,1.57975e+11,0.101054,95,0.2
100,10000,0.541567,1.25477e+11,0.0986551,95,0.2
100,10000,1.72262,1.97054e+11,0.0981532,95,0.2
100,10000,0.319615,1.23844e+11,0.100168,95,0.2
100,10000,0.53125,1.34243e+11,0.114162,95,0.2
100,10000,1.03553,1.20435e+11,0.113429,95,0.2
100,10000,0.918253,1.36085e+11,0.097075,95,0.2
100,10000,0.218959,1.55047e+11,0.0983112,95,0.2
100,10000,0.000636368,1.27857e+11,0.100121,95,0.2
100,10000,1.25885,1.48379e+11,0.0990836,95,0.2
100,10000,2.12337,1.34793e+11,0.101903,95,0.2
100,10000,3.37146,1.54872e+11,0.0977289,95,0.2
100,10000,1.99364,1.54785e+11,0.0981418,95,0.2
100,10000,0.719035,1.64564e+11,0.0995036,95,0.2
100,10000,1.48892,1.28091e+11,0.101269,95,0.2
100,10000,0.851366,1.30489e+11,0.0995479,95,0.2
100,10000,2.90788,1.45046e+11,0.100186,95,0.2
100,10000,1.01551,1.35054e+11,0.0994581,95,0.2
100,10000,1.94228,1.55422e+11,0.0980732,95,0.2
100,10000,1.20191,1.4737e+11,0.0988345,95,0.2
100,10000,1.72082,1.38691e+11,0.0997575,95,0.2
100,10000,1.78118,1.43046e+11,0.113703,95,0.2
100,10000,2.09091,1.41853e+11,0.0975918,95,0.2
100,10000,2.69447,1.21232e+11,0.100651,95,0.2
100,10000,2.83883,1.30874e+11,0.101124,95,0.2
100,10000,0.628048,1.27026e+11,0.099079,95,0.2
100,10000,1.97221,1.62108e+11,0.114201,95,0.2
100,10000,1.52625,1.47565e+11,0.100016,95,0.2
100,10000,2.49703,1.46605e+11,0.105707,95,0.2
100,10000,1.22239,1.46435e+11,0.100127,95,0.2
100,10000,1.6155,1.2564e+11,0.0987769,95,0.2
100,10000,0.700018,1.35456e+11,0.0989577,95,0.2
100,10000,1.91045,1.33703e+11,0.0991141,95,0.2
100,10000,0.648931,1.45019e+11,0.102594,95,0.2
100,10000,0.688315,1.3717e+11,0.0986944,95,0.2
100,10000,1.72049,1.42751e+11,0.0989295,95,0.2
100,10000,0.869377,1.38893e+11,0.0982004,95,0.2
100,10000,2.32758,1.32163e+11,0.0985973,95,0.2
100,10000,3.38329,1.47201e+11,0.0984286,95,0.2
100,10000,2.30663,2.94553e+10,0.110296,110,0.3
100,10000,1.56082,2.94877e+10,0.111031,110,0.3
100,10000,1.12402,3.02482e+10,0.110685,110,0.3
100,10000,0.864139,2.88898e+10,0.111631,110,0.3
100,10000,0.477787,2.99728e+10,0.114749,110,0.3
100,10000,1.32775,2.89568e+10,0.110133,110,0.3
100,10000,0.743708,2.925e+10,0.111858,110,0.3
100,10000,1.65718,2.76302e+10,0.123637,110,0.3
100,10000,0.947873,2.97925e+10,0.124165,110,0.3
100,10000,1.64994,2.90171e+10,0.106302,110,0.3
100,10000,1.84417,3.02383e+10,0.114764,110,0.3
100,10000,0.914103,2.91587e+10,0.113644,110,0.3
100,10000,2.87747,3.0131e+10,0.112895,110,0.3
100,10000,1.46336,2.82407e+10,0.122487,110,0.3
100,10000,2.28459,2.84195e+10,0.11258,110,0.3
100,10000,0.557599,2.99343e+10,0.113002,110,0.3
100,10000,0.834266,2.9596e+10,0.11239,110,0.3
100,10000,1.632,2.87466e+10,0.132928,110,0.3
100,10000,0.283507,2.99731e+10,0.133606,110,0.3
100,10000,1.81786,3.12307e+10,0.127984,110,0.3
100,10000,0.604994,2.78387e+10,0.125252,110,0.3
100,10000,2.90682,3.01419e+10,0.124683,110,0.3
100,10000,1.28776,3.058e+10,0.113028,110,0.3
100,10000,1.69196,3.00947e+10,0.112302,110,0.3
100,10000,1.21662,2.98478e+10,0.113426,110,0.3
100,10000,1.64107,2.87883e+10,0.114249,110,0.3
100,10000,0.820912,3.13116e+10,0.124581,110,0.3
100,10000,2.55159,2.85995e+10,0.107506,110,0.3
100,10000,1.17847,3.11039e+10,0.124511,110,0.3
100,10000,0.992794,3.03992e+10,0.115125,110,0.3
100,10000,1.45555,3.01497e+10,0.111478,110,0.3
100,10000,1.20236,2.96748e+10,0.113119,110,0.3
100,10000,1.29459,2.85484e+10,0.112253,110,0.3
100,10000,0.445081,2.85803e+10,0.110378,110,0.3
100,10000,1.43222,2.92145e+10,0.112135,110,0.3
100,10000,1.97624,3.09672e+10,0.108874,110,0.3
100,10000,1.97958,2.88411e+10,0.109731,110,0.3
100,10000,1.23049,2.96545e+10,0.110013,110,0.3
100,10000,2.05504,2.91708e+10,0.121985,110,0.3
100,10000,0.792021,3.1479e+10,0.11052,110,0.3
100,10000,2.67644,2.88858e+10,0.110882,110,0.3
100,10000,0.820167,2.87864e+10,0.111311,110,0.3
100,10000,0.808052,2.94805e+10,0.11096,110,0.3
100,10000,2.67911,3.04487e+10,0.108856,110,0.3
100,10000,2.60956,2.87786e+10,0.111096,110,0.3
100,10000,0.116418,2.90513e+10,0.124834,110,0.3
100,10000,1.83838,3.02079e+10,0.110534,110,0.3
100,10000,2.61843,3.22651e+10,0.112408,110,0.3
100,10000,2.65703,2.87525e+10,0.110546,110,0.3
100,10000,0.997895,2.9118e+10,0.111228,110,0.3
100,10000,2.62809,3.47219e+10,0.103901,105,0.3
100,10000,1.14138,3.4507e+10,0.105769,105,0.3
100,10000,1.07575,3.4498e+10,0.106103,105,0.3
100,10000,0.645567,3.58219e+10,0.105136,105,0.3
100,10000,1.5232,3.45659e+10,0.105635,105,0.3
100,10000,2.82067,3.6316e+10,0.104859,105,0.3
100,10000,1.24637,3.26775e+10,0.121127,105,0.3
100,10000,2.32645,3.55306e+10,0.105213,105,0.3
100,10000,1.45018,3.53507e+10,0.106843,105,0.3
100,10000,0.508623,3.47409e+10,0.118957,105,0.3
100,10000,1.09488,3.63343e+10,0.104768,105,0.3
100,10000,0.693654,3.41969e+10,0.105893,105,0.3
100,10000,1.49237,3.6655e+10,0.105556,105,0.3
100,10000,2.43683,3.54648e+10,0.105487,105,0.3
100,10000,1.71821,3.73723e+10,0.105881,105,0.3
100,10000,0.624335,3.73615e+10,0.124051,105,0.3
100,10000,0.38505,3.58834e+10,0.112704,105,0.3
100,10000,2.59403,3.55803e+10,0.104454,105,0.3
100,10000,1.36884,3.57431e+10,0.111531,105,0.3
100,10000,1.38527,3.43013e+10,0.108543,105,0.3
100,10000,1.51553,3.67478e+10,0.107189,105,0.3
100,10000,1.06968,3.57291e+10,0.130973,105,0.3
100,10000,0.604786,3.47714e+10,0.110535,105,0.3
100,10000,1.16824,3.56421e+10,0.114932,105,0.3
100,10000,2.12946,3.56144e+10,0.121597,105,0.3
100,10000,2.06307,3.69447e+10,0.108696,105,0.3
100,10000,0.949934,3.52714e+10,0.110608,105,0.3
100,10000,1.48595,3.56805e+10,0.107219,105,0.3
100,10000,0.490581,3.55475e+10,0.108344,105,0.3
100,10000,0.413866,3.49933e+10,0.107298,105,0.3
100,10000,0.40443,3.53728e+10,0.110003,105,0.3
100,10000,0.407988,3.52979e+10,0.125022,105,0.3
100,10000,0.746991,3.62324e+10,0.136134,105,0.3
100,10000,2.00525,3.53166e+10,0.110372,105,0.3
100,10000,0.853312,3.81076e+10,0.125521,105,0.3
100,10000,1.92091,3.57029e+10,0.110836,105,0.3
100,10000,0.818968,3.47507e+10,0.106034,105,0.3
100,10000,2.0734,3.18382e+10,0.107052,105,0.3
100,10000,2.13832,3.36947e+10,0.10871,105,0.3
100,10000,0.518669,3.47494e+10,0.106735,105,0.3
100,10000,1.59998,3.48792e+10,0.106039,105,0.3
100,10000,3.49853,3.73929e+10,0.107603,105,0.3
100,10000,2.22264,3.75044e+10,0.111821,105,0.3
100,10000,1.56748,3.48632e+10,0.108204,105,0.3
100,10000,0.0574747,3.59811e+10,0.113068,105,0.3
100,10000,2.11098,3.68041e+10,0.123955,105,0.3
100,10000,1.39252,3.45838e+10,0.106313,105,0.3
100,10000,0.752476,3.70576e+10,0.107151,105,0.3
100,10000,0.625319,3.77808e+10,0.108975,105,0.3
100,10000,1.0892,3.53167e+10,0.111136,105,0.3
100,10000,2.09422,4.28682e+10,0.102393,100,0.3
100,10000,0.97332,4.40876e+10,0.111537,100,0.3
100,10000,1.32187,4.25979e+10,0.101154,100,0.3
100,10000,1.86696,4.41156e+10,0.103628,100,0.3
100,10000,2.23772,4.69012e+10,0.114906,100,0.3
100,10000,2.31958,4.42048e+10,0.10394,100,0.3
100,10000,2.45119,4.61241e+10,0.105693,100,0.3
100,10000,1.48155,4.66752e+10,0.108127,100,0.3
100,10000,1.76088,4.6779e+10,0.113331,100,0.3
100,10000,0.554779,4.31615e+10,0.102112,100,0.3
100,10000,1.80963,4.80383e+10,0.113126,100,0.3
100,10000,0.448027,4.73795e+10,0.102796,100,0.3
100,10000,3.22274,4.64634e+10,0.0995373,100,0.3
100,10000,2.65647,4.34146e+10,0.10016,100,0.3
100,10000,0.741896,4.87703e+10,0.114698,100,0.3
100,10000,0.678546,4.47187e+10,0.100736,100,0.3
100,10000,3.45248,4.59282e+10,0.0995541,100,0.3
100,10000,0.0241866,4.52227e+10,0.100602,100,0.3
100,10000,1.64406,4.64839e+10,0.0999945,100,0.3
100,10000,0.720623,3.94888e+10,0.101505,100,0.3
100,10000,0.365861,4.43584e+10,0.120744,100,0.3
100,10000,3.7077,4.53065e+10,0.103856,100,0.3
100,10000,0.484617,3.88368e+10,0.102238,100,0.3
100,10000,2.83993,4.74523e+10,0.0995676,100,0.3
100,10000,0.228327,4.63651e+10,0.114406,100,0.3
100,10000,0.313656,4.21458e+10,0.114199,100,0.3
100,10000,0.833356,4.60381e+10,0.102097,100,0.3
100,10000,1.09715,4.53578e+10,0.105931,100,0.3
100,10000,2.09745,4.78406e+10,0.117979,100,0.3
100,10000,2.03375,4.59129e+10,0.116156,100,0.3
100,10000,2.57809,4.40751e+10,0.100952,100,0.3
100,10000,3.24335,4.34984e+10,0.100351,100,0.3
100,10000,1.91371,4.27533e+10,0.109592,100,0.3
100,10000,0.326611,4.30336e+10,0.101712,100,0.3
100,10000,0.529245,4.38733e+10,0.10113,100,0.3
100,10000,0.851619,4.25843e+10,0.101579,100,0.3
100,10000,3.02789,4.64546e+10,0.100478,100,0.3
100,10000,1.51267,4.56272e+10,0.100665,100,0.3
100,10000,1.34063,4.19436e+10,0.10227,100,0.3
100,10000,1.43339,5.27132e+10,0.102614,100,0.3
100,10000,2.56351,4.58253e+10,0.0997633,100,0.3
100,10000,3.41033,4.35873e+10,0.101639,100,0.3
100,10000,1.58641,4.78254e+10,0.100617,100,0.3
100,10000,0.841419,4.68077e+10,0.112295,100,0.3
100,10000,0.543272,4.17084e+10,0.119573,100,0.3
100,10000,0.785908,4.37759e+10,0.116716,100,0.3
100,10000,2.88144,5.03323e+10,0.102101,100,0.3
100,10000,3.09131,4.89227e+10,0.100145,100,0.3
100,10000,0.22306,4.59321e+10,0.10545,100,0.3
100,10000,2.58859,4.59217e+10,0.10073,100,0.3
100,10000,0.074498,6.46467e+10,0.0969658,95,0.3
