N,P,APE,kappa,runtime,K,dt
7500,1000,1.38461,3.79016e+14,1.45739,102.5,0.000133333
10000,1000,0.474355,2.08794e+14,1.94967,102.5,0.0001
5,1000,3.89926,1.82011e+12,0.0014347,102.5,0.2
10,1000,7.73405,3.00429e+12,0.0025635,102.5,0.1
30,1000,3.05541,6.9e+12,0.0061633,102.5,0.0333333
40,1000,2.70977,9.77979e+12,0.0086315,102.5,0.025
50,1000,2.44989,1.08922e+13,0.0106862,102.5,0.02
75,1000,0.673972,1.41429e+13,0.0159711,102.5,0.0133333
100,1000,2.53541,1.79463e+13,0.020979,102.5,0.01
125,1000,2.03665,1.99e+13,0.0262136,102.5,0.008
150,1000,3.58728,1.97446e+13,0.0309178,102.5,0.00666667
250,1000,0.0705827,3.02769e+13,0.0520043,102.5,0.004
400,1000,0.366275,4.01222e+13,0.082002,102.5,0.0025
500,1000,2.896,4.39059e+13,0.102398,102.5,0.002
1000,1000,6.5444,6.91478e+13,0.197959,102.5,0.001
2000,1000,6.33886,1.27042e+14,0.398796,102.5,0.0005
3500,1000,0.729983,2.02718e+14,0.705107,102.5,0.000285714
5000,1000,0.633552,2.81674e+14,0.973753,102.5,0.0002
7500,1000,1.08147,4.38938e+14,1.49736,102.5,0.000133333
10000,1000,3.49172,2.28644e+14,1.93914,102.5,0.0001
5,1000,0.282434,1.54958e+12,0.001516,102.5,0.2
10,1000,5.07015,3.22548e+12,0.0023475,102.5,0.1
30,1000,2.91003,6.71018e+12,0.0058449,102.5,0.0333333
40,1000,0.115854,9.79251e+12,0.0084851,102.5,0.025
50,1000,0.0482228,1.0814e+13,0.0107819,102.5,0.02
75,1000,2.83362,1.60215e+13,0.015946,102.5,0.0133333
100,1000,1.88257,1.86537e+13,0.0207301,102.5,0.01
125,1000,0.716871,1.91408e+13,0.0263207,102.5,0.008
150,1000,2.70918,2.26241e+13,0.0311592,102.5,0.00666667
250,1000,1.95091,3.31058e+13,0.052477,102.5,0.004
400,1000,4.54538,3.95672e+13,0.0838565,102.5,0.0025
500,1000,2.72779,4.45342e+13,0.116632,102.5,0.002
1000,1000,2.9493,7.12742e+13,0.203239,102.5,0.001
2000,1000,3.11951,1.23834e+14,0.403597,102.5,0.0005
3500,1000,0.427089,2.35834e+14,0.689191,102.5,0.000285714
5000,1000,3.37224,2.81687e+14,0.961325,102.5,0.0002
7500,1000,1.94021,4.34127e+14,1.46335,102.5,0.000133333
10000,1000,2.84081,2.04897e+14,1.96095,102.5,0.0001
5,1000,1.27065,2.03325e+12,0.0016171,102.5,0.2
10,1000,6.92067,3.4411e+12,0.0024735,102.5,0.1
30,1000,0.78629,7.4807e+12,0.0076328,102.5,0.0333333
40,1000,0.227599,1.04953e+13,0.0085364,102.5,0.025
50,1000,0.429878,1.04172e+13,0.0106799,102.5,0.02
75,1000,1.32715,1.29936e+13,0.0161629,102.5,0.0133333
100,1000,1.71402,1.68047e+13,0.0213913,102.5,0.01
125,1000,2.44948,1.98717e+13,0.0262208,102.5,0.008
150,1000,1.3301,1.94661e+13,0.0322367,102.5,0.00666667
250,1000,3.24162,2.63069e+13,0.0517085,102.5,0.004
400,1000,0.365588,4.0344e+13,0.0815226,102.5,0.0025
500,1000,1.26742,3.79744e+13,0.10284,102.5,0.002
1000,1000,2.71925,6.16925e+13,0.195733,102.5,0.001
2000,1000,5.50879,1.29967e+14,0.397733,102.5,0.0005
3500,1000,5.09815,1.81779e+14,0.720371,102.5,0.000285714
5000,1000,6.49249,2.89385e+14,1.05095,102.5,0.0002
7500,1000,2.37006,1.63641e+14,1.54185,102.5,0.000133333
10000,1000,4.75552,2.198e+14,2.0162,102.5,0.0001
5,1000,4.51128,2.03818e+12,0.0013737,102.5,0.2
10,1000,3.13438,3.62512e+12,0.0021909,102.5,0.1
30,1000,6.22871,7.3061e+12,0.0064588,102.5,0.0333333
40,1000,5.06529,1.00853e+13,0.0086562,102.5,0.025
50,1000,1.81985,1.08814e+13,0.0108401,102.5,0.02
75,1000,0.149694,1.49601e+13,0.0158806,102.5,0.0133333
100,1000,1.05877,1.89004e+13,0.021624,102.5,0.01
125,1000,0.555101,2.01447e+13,0.0324609,102.5,0.008
150,1000,3.44946,1.97322e+13,0.0344332,102.5,0.00666667
250,1000,1.99808,2.80959e+13,0.0552804,102.5,0.004
400,1000,0.216081,4.02919e+13,0.0838282,102.5,0.0025
500,1000,1.95456,4.40354e+13,0.103395,102.5,0.002
1000,1000,1.33245,7.97072e+13,0.196369,102.5,0.001
2000,1000,2.60553,1.2969e+14,0.398351,102.5,0.0005
3500,1000,4.39203,2.34063e+14,0.68258,102.5,0.000285714
5000,1000,3.56302,2.97198e+14,0.977217,102.5,0.0002
7500,1000,3.1773,4.36258e+14,1.47167,102.5,0.000133333
10000,1000,5.78138,2.07655e+14,1.92854,102.5,0.0001
5,1000,1.67451,1.87611e+12,0.0014772,102.5,0.2
10,1000,0.809509,3.71316e+12,0.0024129,102.5,0.1
30,1000,5.60893,7.84226e+12,0.0064986,102.5,0.0333333
40,1000,2.13523,9.46996e+12,0.0090028,102.5,0.025
50,1000,1.65508,1.24083e+13,0.0108171,102.5,0.02
75,1000,1.87232,1.88881e+13,0.0159759,102.5,0.0133333
100,1000,7.19607,1.78298e+13,0.0211107,102.5,0.01
125,1000,7.25024,2.42959e+13,0.0266429,102.5,0.008
150,1000,1.51522,2.44634e+13,0.0319603,102.5,0.00666667
250,1000,4.10349,2.8873e+13,0.0483865,102.5,0.004
400,1000,1.78429,3.34964e+13,0.0820866,102.5,0.0025
500,1000,0.826181,4.47911e+13,0.101867,102.5,0.002
1000,1000,6.412,7.11728e+13,0.198163,102.5,0.001
2000,1000,3.70333,1.23178e+14,0.394191,102.5,0.0005
3500,1000,7.63358,1.67433e+14,0.710682,102.5,0.000285714
5000,1000,3.36011,3.03193e+14,0.99849,102.5,0.0002
7500,1000,3.9077,3.84209e+14,1.49934,102.5,0.000133333
10000,1000,4.31573,2.00481e+14,1.98438,102.5,0.0001
5,1000,1.94824,2.4827e+12,0.0014603,102.5,0.2
10,1000,7.1124,4.21959e+12,0.0024052,102.5,0.1
30,1000,1.62754,7.71556e+12,0.0065673,102.5,0.0333333
40,1000,3.80776,1.22837e+13,0.008604,102.5,0.025
50,1000,0.762225,1.11576e+13,0.0111102,102.5,0.02
75,1000,1.74824,1.39781e+13,0.0160493,102.5,0.0133333
100,1000,4.35838,1.87262e+13,0.0213518,102.5,0.01
125,1000,2.44479,1.83548e+13,0.0261949,102.5,0.008
150,1000,0.509916,2.07158e+13,0.0316339,102.5,0.00666667
250,1000,4.57177,2.64771e+13,0.0529887,102.5,0.004
400,1000,4.17896,3.65363e+13,0.0835028,102.5,0.0025
500,1000,3.94557,4.30079e+13,0.104528,102.5,0.002
1000,1000,3.75445,6.44221e+13,0.207796,102.5,0.001
2000,1000,0.124288,1.21313e+14,0.439403,102.5,0.0005
3500,1000,4.26381,1.77983e+14,0.722064,102.5,0.000285714
5000,1000,3.13359,3.08013e+14,1.00998,102.5,0.0002
7500,1000,3.28766,4.12186e+14,1.49285,102.5,0.000133333
10000,1000,2.65916,2.24205e+14,1.95689,102.5,0.0001
5,1000,4.38871,1.524e+12,0.0015574,102.5,0.2
10,1000,5.54328,3.09592e+12,0.0024837,102.5,0.1
30,1000,10.7147,7.49733e+12,0.0068663,102.5,0.0333333
40,1000,6.72865,1.0969e+13,0.0089462,102.5,0.025
50,1000,3.70028,1.18409e+13,0.0112847,102.5,0.02
75,1000,3.24925,1.44902e+13,0.016294,102.5,0.0133333
100,1000,3.66389,1.56261e+13,0.0202526,102.5,0.01
125,1000,3.06858,2.07326e+13,0.0275892,102.5,0.008
150,1000,7.92173,2.23605e+13,0.0328698,102.5,0.00666667
250,1000,8.0685,3.02236e+13,0.0529123,102.5,0.004
400,1000,2.09805,3.67077e+13,0.0831598,102.5,0.0025
500,1000,3.39436,4.50702e+13,0.10288,102.5,0.002
1000,1000,7.3067,7.27199e+13,0.197396,102.5,0.001
2000,1000,5.22976,1.32695e+14,0.396727,102.5,0.0005
3500,1000,3.64975,2.15638e+14,0.710581,102.5,0.000285714
5000,1000,3.88002,2.62674e+14,0.988291,102.5,0.0002
7500,1000,0.376544,4.50054e+14,1.47924,102.5,0.000133333
10000,1000,0.22434,2.15556e+14,1.93606,102.5,0.0001
5,1000,1.1333,1.43786e+12,0.0015705,102.5,0.2
10,1000,1.74689,2.50073e+12,0.0023762,102.5,0.1
30,1000,0.191085,7.6017e+12,0.0064769,102.5,0.0333333
40,1000,2.75401,1.2142e+13,0.0087207,102.5,0.025
50,1000,2.94575,1.0698e+13,0.0107818,102.5,0.02
75,1000,0.418306,1.36521e+13,0.0158749,102.5,0.0133333
100,1000,2.66188,1.88746e+13,0.021195,102.5,0.01
125,1000,2.58201,2.10153e+13,0.0261461,102.5,0.008
150,1000,2.10896,1.91847e+13,0.0313193,102.5,0.00666667
250,1000,1.06288,2.76802e+13,0.0524282,102.5,0.004
400,1000,5.28935,3.6634e+13,0.08114,102.5,0.0025
500,1000,2.04504,4.05526e+13,0.111958,102.5,0.002
1000,1000,5.49066,6.89026e+13,0.216876,102.5,0.001
2000,1000,1.85775,1.12796e+14,0.409646,102.5,0.0005
3500,1000,1.28315,2.01694e+14,0.685691,102.5,0.000285714
5000,1000,0.0430969,2.55925e+14,0.966513,102.5,0.0002
7500,1000,0.236897,3.95195e+14,1.49436,102.5,0.000133333
10000,1000,0.293789,1.96651e+14,1.94277,102.5,0.0001
5,1000,2.38198,1.90858e+12,0.0014569,102.5,0.2
10,1000,2.65207,2.84771e+12,0.0023085,102.5,0.1
30,1000,5.09661,8.10463e+12,0.0059802,102.5,0.0333333
40,1000,5.31592,9.30773e+12,0.0086697,102.5,0.025
50,1000,4.72715,1.16333e+13,0.0108197,102.5,0.02
75,1000,3.65843,1.34903e+13,0.0157979,102.5,0.0133333
100,1000,3.19977,1.8248e+13,0.0213447,102.5,0.01
125,1000,8.34182,1.90104e+13,0.0263458,102.5,0.008
150,1000,10.3461,2.05529e+13,0.0318355,102.5,0.00666667
250,1000,11.5271,2.84283e+13,0.0519833,102.5,0.004
400,1000,9.73282,3.93312e+13,0.0836416,102.5,0.0025
500,1000,9.64195,4.01566e+13,0.102927,102.5,0.002
1000,1000,3.82538,5.93894e+13,0.200836,102.5,0.001
2000,1000,3.32923,1.14348e+14,0.392798,102.5,0.0005
3500,1000,5.23987,2.06896e+14,0.709207,102.5,0.000285714
5000,1000,5.40058,3.16602e+14,0.983602,102.5,0.0002
7500,1000,3.09773,4.28311e+14,1.48286,102.5,0.000133333
10000,1000,2.76007,2.09374e+14,1.98645,102.5,0.0001
5,1000,8.74372,1.85049e+12,0.0014785,102.5,0.2
10,1000,2.94346,3.91159e+12,0.0024295,102.5,0.1
30,1000,1.88444,7.59913e+12,0.0067105,102.5,0.0333333
40,1000,0.371819,9.66944e+12,0.0088402,102.5,0.025
50,1000,3.32168,1.07858e+13,0.0110238,102.5,0.02
75,1000,2.98526,1.53002e+13,0.0160328,102.5,0.0133333
100,1000,8.19881,1.61992e+13,0.0214001,102.5,0.01
125,1000,4.72544,1.92872e+13,0.0261244,102.5,0.008
150,1000,5.07132,2.14782e+13,0.0325233,102.5,0.00666667
250,1000,6.84612,3.15419e+13,0.0533986,102.5,0.004
400,1000,4.49027,3.49096e+13,0.0822976,102.5,0.0025
500,1000,1.83306,4.56166e+13,0.103857,102.5,0.002
1000,1000,4.22294,7.34465e+13,0.196628,102.5,0.001
2000,1000,5.55688,1.19451e+14,0.400476,102.5,0.0005
3500,1000,0.339545,2.04113e+14,0.698771,102.5,0.000285714
5000,1000,4.50343,2.62467e+14,0.972909,102.5,0.0002
7500,1000,3.88874,3.6986e+14,1.52525,102.5,0.000133333
10000,1000,3.09475,2.02062e+14,1.95127,102.5,0.0001
5,1000,1.09798,1.86176e+12,0.001479,102.5,0.2
10,1000,1.23999,3.60035e+12,0.0025047,102.5,0.1
30,1000,1.04464,7.41634e+12,0.0066141,102.5,0.0333333
40,1000,0.751764,1.07878e+13,0.0086605,102.5,0.025
50,1000,0.887919,1.17607e+13,0.0111991,102.5,0.02
75,1000,1.61018,1.46575e+13,0.0162437,102.5,0.0133333
100,1000,1.31891,1.79301e+13,0.0210731,102.5,0.01
125,1000,7.18844,2.15694e+13,0.0264179,102.5,0.008
150,1000,5.45932,2.36303e+13,0.0318144,102.5,0.00666667
250,1000,8.91478,2.98867e+13,0.0522755,102.5,0.004
400,1000,3.8617,3.8692e+13,0.0829478,102.5,0.0025
500,1000,3.77317,4.08895e+13,0.104012,102.5,0.002
1000,1000,2.34901,7.71196e+13,0.196262,102.5,0.001
2000,1000,0.474077,1.44175e+14,0.391178,102.5,0.0005
3500,1000,0.134492,1.77678e+14,0.688796,102.5,0.000285714
5000,1000,0.177603,3.20278e+14,0.988045,102.5,0.0002
7500,1000,0.219374,3.86836e+14,1.57674,102.5,0.000133333
10000,1000,2.60547,2.44147e+14,1.94401,102.5,0.0001
5,1000,1.1986,1.61821e+12,0.0014513,102.5,0.2
10,1000,3.74419,2.72128e+12,0.0023161,102.5,0.1
30,1000,0.879995,7.09317e+12,0.0065548,102.5,0.0333333
40,1000,6.09054,8.56618e+12,0.0085882,102.5,0.025
50,1000,5.81304,1.09518e+13,0.0107257,102.5,0.02
75,1000,5.88831,1.69479e+13,0.0154307,102.5,0.0133333
100,1000,4.13827,1.82642e+13,0.0207374,102.5,0.01
125,1000,3.25658,2.06148e+13,0.0271145,102.5,0.008
150,1000,3.47296,2.37049e+13,0.031018,102.5,0.00666667
250,1000,1.75947,2.8709e+13,0.0477852,102.5,0.004
400,1000,0.917356,4.08171e+13,0.0823549,102.5,0.0025
500,1000,2.96755,4.21473e+13,0.102013,102.5,0.002
1000,1000,0.488759,6.39976e+13,0.195468,102.5,0.001
2000,1000,1.24813,1.16204e+14,0.391485,102.5,0.0005
3500,1000,4.13371,1.73607e+14,0.729407,102.5,0.000285714
5000,1000,5.05202,2.70677e+14,0.971049,102.5,0.0002
7500,1000,4.44497,3.50889e+14,1.49136,102.5,0.000133333
10000,1000,3.55911,2.08939e+14,1.92932,102.5,0.0001
5,1000,7.50753,1.88071e+12,0.0014891,102.5,0.2
10,1000,7.26712,3.26039e+12,0.0022768,102.5,0.1
30,1000,1.09294,7.14859e+12,0.0059392,102.5,0.0333333
40,1000,1.90389,9.77693e+12,0.0087665,102.5,0.025
50,1000,1.31351,1.18398e+13,0.0109697,102.5,0.02
75,1000,3.21112,1.31201e+13,0.0162328,102.5,0.0133333
100,1000,2.5883,2.00469e+13,0.0213206,102.5,0.01
125,1000,1.73983,2.28918e+13,0.0259112,102.5,0.008
150,1000,1.63383,2.14642e+13,0.0309372,102.5,0.00666667
250,1000,2.2735,3.25522e+13,0.0524201,102.5,0.004
400,1000,3.96773,3.91842e+13,0.0831554,102.5,0.0025
500,1000,4.10229,4.44273e+13,0.102244,102.5,0.002
1000,1000,5.26755,6.64742e+13,0.199541,102.5,0.001
2000,1000,8.51289,1.21441e+14,0.395737,102.5,0.0005
3500,1000,5.10313,1.8839e+14,0.69458,102.5,0.000285714
5000,1000,3.4035,2.79087e+14,0.97661,102.5,0.0002
7500,1000,3.72988,4.09951e+14,1.49187,102.5,0.000133333
10000,1000,1.34032,2.09414e+14,2.01298,102.5,0.0001
5,1000,4.74545,1.60562e+12,0.0015185,102.5,0.2
10,1000,0.48217,2.8764e+12,0.0024392,102.5,0.1
30,1000,2.33667,8.0732e+12,0.0059677,102.5,0.0333333
40,1000,1.4647,9.52982e+12,0.0086691,102.5,0.025
50,1000,3.29993,1.2573e+13,0.0108333,102.5,0.02
75,1000,0.164971,1.41163e+13,0.0151642,102.5,0.0133333
100,1000,1.64816,1.70318e+13,0.021144,102.5,0.01
125,1000,0.655833,1.98654e+13,0.0265662,102.5,0.008
150,1000,1.95788,2.41799e+13,0.0296422,102.5,0.00666667
250,1000,0.793832,2.61999e+13,0.0520218,102.5,0.004
400,1000,0.327481,3.83718e+13,0.075358,102.5,0.0025
500,1000,1.65103,4.39883e+13,0.102812,102.5,0.002
1000,1000,0.742471,7.6204e+13,0.211476,102.5,0.001
2000,1000,0.307228,1.46641e+14,0.410331,102.5,0.0005
3500,1000,1.35156,2.072e+14,0.702939,102.5,0.000285714
5000,1000,1.31548,2.81029e+14,1.00776,102.5,0.0002
7500,1000,0.860192,4.15318e+14,1.53348,102.5,0.000133333
10000,1000,2.71026,2.1097e+14,1.922,102.5,0.0001
5,1000,2.56861,1.57643e+12,0.0014474,102.5,0.2
10,1000,4.09459,2.51136e+12,0.0025811,102.5,0.1
30,1000,2.99252,7.33086e+12,0.006556,102.5,0.0333333
40,1000,2.6842,8.96262e+12,0.0086998,102.5,0.025
50,1000,0.481787,1.08522e+13,0.0107945,102.5,0.02
75,1000,1.65302,1.63545e+13,0.0159722,102.5,0.0133333
100,1000,5.94481,1.85153e+13,0.0213054,102.5,0.01
125,1000,4.64752,2.00573e+13,0.0261142,102.5,0.008
150,1000,3.6903,2.26657e+13,0.031917,102.5,0.00666667
250,1000,3.78715,3.31607e+13,0.0520847,102.5,0.004
400,1000,1.83369,4.41422e+13,0.0833099,102.5,0.0025
500,1000,1.88853,4.44708e+13,0.102228,102.5,0.002
1000,1000,1.84926,6.10611e+13,0.196991,102.5,0.001
2000,1000,2.85384,1.07964e+14,0.391563,102.5,0.0005
3500,1000,0.545373,2.03039e+14,0.69387,102.5,0.000285714
5000,1000,1.53423,2.72827e+14,0.98662,102.5,0.0002
7500,1000,0.929543,4.60108e+14,1.47299,102.5,0.000133333
10000,1000,0.669478,2.20364e+14,1.95498,102.5,0.0001
5,1000,2.99837,2.03608e+12,0.0014623,102.5,0.2
10,1000,2.26381,3.21699e+12,0.0023934,102.5,0.1
30,1000,3.89913,8.34329e+12,0.0062664,102.5,0.0333333
40,1000,0.359616,9.35188e+12,0.0084608,102.5,0.025
50,1000,1.80818,1.04682e+13,0.0107678,102.5,0.02
75,1000,1.13106,1.42287e+13,0.0161656,102.5,0.0133333
100,1000,3.73548,1.67733e+13,0.0212615,102.5,0.01
125,1000,2.49248,1.86569e+13,0.0266494,102.5,0.008
150,1000,4.51783,2.30869e+13,0.0320699,102.5,0.00666667
250,1000,0.128341,2.54444e+13,0.0532991,102.5,0.004
400,1000,0.319029,3.70407e+13,0.0812997,102.5,0.0025
500,1000,1.81094,4.37194e+13,0.102539,102.5,0.002
1000,1000,1.10954,7.30699e+13,0.197439,102.5,0.001
2000,1000,1.89527,1.22049e+14,0.397503,102.5,0.0005
3500,1000,2.72877,2.05997e+14,0.699245,102.5,0.000285714
5000,1000,7.28853,2.23633e+14,0.975111,102.5,0.0002
7500,1000,3.72105,3.54224e+14,1.49014,102.5,0.000133333
10000,1000,2.99203,2.0419e+14,1.95599,102.5,0.0001
5,1000,0.899552,1.52573e+12,0.0015707,102.5,0.2
10,1000,3.71455,3.06373e+12,0.0024617,102.5,0.1
30,1000,0.304757,7.92425e+12,0.0064224,102.5,0.0333333
40,1000,0.322426,9.53702e+12,0.0086801,102.5,0.025
50,1000,2.28995,1.01613e+13,0.0107595,102.5,0.02
75,1000,3.40507,1.51574e+13,0.0163191,102.5,0.0133333
100,1000,4.27765,1.54711e+13,0.0204896,102.5,0.01
125,1000,6.63735,1.95625e+13,0.0264748,102.5,0.008
150,1000,4.56678,2.20907e+13,0.0321816,102.5,0.00666667
250,1000,3.24077,2.78159e+13,0.0516865,102.5,0.004
400,1000,6.6637,3.66256e+13,0.0832673,102.5,0.0025
500,1000,5.02834,4.27508e+13,0.104117,102.5,0.002
1000,1000,1.16623,6.82073e+13,0.201238,102.5,0.001
2000,1000,0.22985,1.17749e+14,0.39285,102.5,0.0005
3500,1000,2.44983,1.80405e+14,0.695421,102.5,0.000285714
5000,1000,1.85857,2.80397e+14,0.979267,102.5,0.0002
7500,1000,1.83993,4.13033e+14,1.47959,102.5,0.000133333
10000,1000,0.77054,2.05885e+14,1.93798,102.5,0.0001
5,1000,3.89915,1.61542e+12,0.0013755,102.5,0.2
10,1000,5.98765,2.95461e+12,0.0025745,102.5,0.1
30,1000,8.81842,6.7851e+12,0.0062933,102.5,0.0333333
40,1000,5.98679,1.0254e+13,0.0090097,102.5,0.025
50,1000,5.11858,1.07491e+13,0.0109506,102.5,0.02
75,1000,7.04936,1.38725e+13,0.0163317,102.5,0.0133333
100,1000,1.17166,1.77828e+13,0.0211235,102.5,0.01
125,1000,6.08644,1.78047e+13,0.0270517,102.5,0.008
150,1000,4.32425,2.33776e+13,0.03189,102.5,0.00666667
250,1000,5.73067,2.73464e+13,0.0529375,102.5,0.004
400,1000,4.8168,3.37693e+13,0.0820941,102.5,0.0025
500,1000,3.77314,4.43201e+13,0.101923,102.5,0.002
1000,1000,4.55919,7.31555e+13,0.199767,102.5,0.001
2000,1000,7.49953,1.09378e+14,0.404418,102.5,0.0005
3500,1000,2.26484,1.75909e+14,0.69183,102.5,0.000285714
5000,1000,4.5096,2.27851e+14,0.991696,102.5,0.0002
7500,1000,0.637607,3.83709e+14,1.50385,102.5,0.000133333
10000,1000,2.59635,4.05901e+14,1.97075,102.5,0.0001
5,1000,2.77055,1.99257e+12,0.0014596,102.5,0.2
10,1000,2.23223,3.42667e+12,0.002349,102.5,0.1
30,1000,5.33352,8.25191e+12,0.0063332,102.5,0.0333333
40,1000,3.874,8.58273e+12,0.0086863,102.5,0.025
50,1000,1.76804,9.86466e+12,0.01073,102.5,0.02
75,1000,5.74826,1.60068e+13,0.0158186,102.5,0.0133333
100,1000,5.83332,1.67677e+13,0.0209855,102.5,0.01
125,1000,4.99925,1.92384e+13,0.024731,102.5,0.008
150,1000,3.97422,2.59325e+13,0.0317644,102.5,0.00666667
250,1000,5.60488,2.91735e+13,0.0516628,102.5,0.004
400,1000,0.197934,3.95691e+13,0.0812552,102.5,0.0025
500,1000,2.8015,4.01263e+13,0.103182,102.5,0.002
1000,1000,4.77528,6.71386e+13,0.197555,102.5,0.001
2000,1000,5.31983,1.22904e+14,0.402781,102.5,0.0005
3500,1000,6.38952,2.02773e+14,0.716447,102.5,0.000285714
5000,1000,2.63731,3.26335e+14,0.974286,102.5,0.0002
7500,1000,5.16333,4.24005e+14,1.52667,102.5,0.000133333
10000,1000,4.16366,2.15162e+14,1.97648,102.5,0.0001
5,1000,0.285691,1.71513e+12,0.001442,102.5,0.2
10,1000,2.18202,3.37743e+12,0.0023939,102.5,0.1
30,1000,3.49179,7.6671e+12,0.0068258,102.5,0.0333333
40,1000,2.79719,9.59057e+12,0.0095179,102.5,0.025
50,1000,0.780782,1.13325e+13,0.0109954,102.5,0.02
75,1000,2.06013,1.53684e+13,0.0157765,102.5,0.0133333
100,1000,1.58908,1.59223e+13,0.0211567,102.5,0.01
125,1000,1.56113,1.99994e+13,0.025846,102.5,0.008
150,1000,0.00617802,2.24937e+13,0.0325699,102.5,0.00666667
250,1000,3.64049,3.01704e+13,0.0530358,102.5,0.004
400,1000,0.782392,3.55789e+13,0.083432,102.5,0.0025
500,1000,2.51083,4.17524e+13,0.104022,102.5,0.002
1000,1000,2.04412,7.19585e+13,0.195623,102.5,0.001
2000,1000,2.57994,1.20238e+14,0.394926,102.5,0.0005
3500,1000,0.468178,1.7239e+14,0.690311,102.5,0.000285714
5000,1000,0.371807,2.33891e+14,0.999272,102.5,0.0002
7500,1000,4.08812,4.06031e+14,1.49737,102.5,0.000133333
10000,1000,3.84319,2.22088e+14,1.97318,102.5,0.0001
5,1000,1.77272,1.58294e+12,0.0014344,102.5,0.2
10,1000,0.887004,3.04586e+12,0.0024415,102.5,0.1
30,1000,0.5008,7.34627e+12,0.0065801,102.5,0.0333333
40,1000,2.1055,8.15773e+12,0.0086782,102.5,0.025
50,1000,0.857404,1.16533e+13,0.0107522,102.5,0.02
75,1000,0.187291,1.23707e+13,0.0159638,102.5,0.0133333
100,1000,0.527421,1.69956e+13,0.0202287,102.5,0.01
125,1000,0.783703,1.99684e+13,0.0265225,102.5,0.008
150,1000,1.22312,2.1245e+13,0.0316219,102.5,0.00666667
250,1000,3.03609,3.06265e+13,0.0521725,102.5,0.004
400,1000,5.08858,3.77965e+13,0.0813929,102.5,0.0025
500,1000,2.28496,4.51085e+13,0.10302,102.5,0.002
1000,1000,0.397092,7.03001e+13,0.196565,102.5,0.001
2000,1000,0.784865,1.24651e+14,0.395813,102.5,0.0005
3500,1000,3.5095,2.05557e+14,0.706253,102.5,0.000285714
5000,1000,3.32906,2.66859e+14,0.997886,102.5,0.0002
7500,1000,1.97328,4.12019e+14,1.5263,102.5,0.000133333
10000,1000,4.87283,2.19451e+14,1.98647,102.5,0.0001
5,1000,4.25345,2.47165e+12,0.001426,102.5,0.2
10,1000,1.26168,3.62788e+12,0.0030781,102.5,0.1
30,1000,2.1069,7.5544e+12,0.0063554,102.5,0.0333333
40,1000,2.58399,1.05824e+13,0.0086579,102.5,0.025
50,1000,0.466443,1.17559e+13,0.010791,102.5,0.02
75,1000,2.32353,1.37995e+13,0.0162921,102.5,0.0133333
100,1000,1.56267,1.78606e+13,0.0205669,102.5,0.01
125,1000,1.49567,1.8358e+13,0.0267326,102.5,0.008
150,1000,0.494759,2.18398e+13,0.0317377,102.5,0.00666667
250,1000,2.01252,2.71967e+13,0.051412,102.5,0.004
400,1000,4.82713,3.55525e+13,0.0819733,102.5,0.0025
500,1000,1.39107,4.13216e+13,0.103751,102.5,0.002
1000,1000,8.0181,6.92135e+13,0.199338,102.5,0.001
2000,1000,0.832344,1.29524e+14,0.411521,102.5,0.0005
3500,1000,4.04282,2.02915e+14,0.731134,102.5,0.000285714
5000,1000,0.983647,2.8881e+14,0.969475,102.5,0.0002
7500,1000,1.43187,4.00557e+14,1.47878,102.5,0.000133333
10000,1000,1.51696,2.50948e+14,1.95668,102.5,0.0001
5,1000,2.37065,1.73601e+12,0.0014297,102.5,0.2
10,1000,2.38041,2.73563e+12,0.00237,102.5,0.1
30,1000,1.36293,7.92337e+12,0.0061547,102.5,0.0333333
40,1000,0.73315,8.44521e+12,0.0096744,102.5,0.025
50,1000,3.74436,1.18456e+13,0.0107193,102.5,0.02
75,1000,4.50588,1.52934e+13,0.0157828,102.5,0.0133333
100,1000,0.689101,1.85321e+13,0.0211896,102.5,0.01
125,1000,1.856,2.0017e+13,0.0261302,102.5,0.008
150,1000,0.322872,2.27296e+13,0.0314936,102.5,0.00666667
250,1000,1.65468,3.247e+13,0.051389,102.5,0.004
400,1000,0.529513,3.95314e+13,0.0814253,102.5,0.0025
500,1000,0.815089,4.21741e+13,0.101732,102.5,0.002
1000,1000,7.19257,6.93398e+13,0.199162,102.5,0.001
2000,1000,0.905689,1.26901e+14,0.39497,102.5,0.0005
3500,1000,1.39624,2.07928e+14,0.689406,102.5,0.000285714
5000,1000,4.83507,2.88471e+14,0.98579,102.5,0.0002
7500,1000,2.13328,3.66772e+14,1.50311,102.5,0.000133333
10000,1000,0.0269332,2.13152e+14,1.99065,102.5,0.0001
5,1000,5.64827,2.39521e+12,0.0013517,102.5,0.2
10,1000,6.28554,3.67207e+12,0.0023097,102.5,0.1
30,1000,8.58714,1.00245e+13,0.0063539,102.5,0.0333333
40,1000,3.40976,1.01615e+13,0.0084562,102.5,0.025
50,1000,2.01791,1.24578e+13,0.0106721,102.5,0.02
75,1000,1.24895,1.57368e+13,0.0160421,102.5,0.0133333
100,1000,3.17874,1.68328e+13,0.0208184,102.5,0.01
125,1000,2.93451,2.0731e+13,0.0265109,102.5,0.008
150,1000,0.598939,2.5366e+13,0.031497,102.5,0.00666667
250,1000,2.49289,2.82104e+13,0.0518369,102.5,0.004
400,1000,0.135637,3.89465e+13,0.0827758,102.5,0.0025
500,1000,0.849528,4.39034e+13,0.101656,102.5,0.002
