N,P,APE,kappa,runtime,K,dt,runFile
900,10000,0.606602,52860600000000.0,1.43681,105.0,0.00111111,0
1400,10000,0.532917,74703800000000.0,2.36923,105.0,0.000714286,0
1600,10000,0.884191,86726200000000.0,2.71494,105.0,0.000625,0
1800,10000,1.63004,99410500000000.0,3.0814,105.0,0.000555556,0
6000,10000,0.529542,318517000000000.0,10.3744,105.0,0.000166667,0
9000,10000,2.10224,196863000000000.0,16.2434,105.0,0.000111111,0
4000,10000,0.062527,212850000000000.0,6.99811,105.0,0.00025,0
2000,10000,0.178853,106207000000000.0,3.45297,105.0,0.0005,0
700,10000,1.7161,40118100000000.0,1.07671,105.0,0.00142857,0
900,10000,0.61969,52443300000000.0,1.43713,105.0,0.00111111,0
1400,10000,0.274133,76238800000000.0,2.37365,105.0,0.000714286,0
1600,10000,0.359658,90454900000000.0,2.70698,105.0,0.000625,0
1800,10000,0.0782305,99479200000000.0,3.05253,105.0,0.000555556,0
6000,10000,1.4961,308289000000000.0,10.5301,105.0,0.000166667,0
9000,10000,1.35104,184436000000000.0,16.083,105.0,0.000111111,0
4000,10000,0.998859,208724000000000.0,7.04361,105.0,0.00025,0
2000,10000,1.42458,107064000000000.0,3.4646,105.0,0.0005,0
700,10000,0.278015,38527000000000.0,1.11795,105.0,0.00142857,0
900,10000,0.611124,50460900000000.0,1.42584,105.0,0.00111111,0
1400,10000,0.584872,77046100000000.0,2.37038,105.0,0.000714286,0
1600,10000,0.0293069,89245700000000.0,2.73027,105.0,0.000625,0
1800,10000,0.456768,99275100000000.0,3.12149,105.0,0.000555556,0
6000,10000,0.559494,330635000000000.0,10.599,105.0,0.000166667,0
9000,10000,0.113695,188470000000000.0,16.2142,105.0,0.000111111,0
4000,10000,1.28517,218832000000000.0,7.08233,105.0,0.00025,0
2000,10000,0.971167,110191000000000.0,3.501,105.0,0.0005,0
700,10000,0.972833,39630900000000.0,1.08741,105.0,0.00142857,0
900,10000,0.217841,50307400000000.0,1.39697,105.0,0.00111111,0
1400,10000,2.02588,79352400000000.0,2.38968,105.0,0.000714286,0
1600,10000,0.100963,90791500000000.0,2.78569,105.0,0.000625,0
1800,10000,0.576164,99179800000000.0,3.12349,105.0,0.000555556,0
6000,10000,1.12283,319212000000000.0,10.6628,105.0,0.000166667,0
9000,10000,1.13404,178867000000000.0,16.1148,105.0,0.000111111,0
4000,10000,0.592817,213530000000000.0,6.96174,105.0,0.00025,0
2000,10000,0.118049,107686000000000.0,3.47103,105.0,0.0005,0
700,10000,0.67248,41023000000000.0,1.084,105.0,0.00142857,0
900,10000,0.593815,50616000000000.0,1.40784,105.0,0.00111111,0
1400,10000,0.767936,76856800000000.0,2.40413,105.0,0.000714286,0
1600,10000,0.0579868,91910900000000.0,2.75553,105.0,0.000625,0
1800,10000,0.328665,98297500000000.0,3.06443,105.0,0.000555556,0
6000,10000,1.56954,324393000000000.0,10.4806,105.0,0.000166667,0
9000,10000,0.342775,189555000000000.0,16.1693,105.0,0.000111111,0
4000,10000,0.724914,214454000000000.0,6.90352,105.0,0.00025,0
2000,10000,0.20005,112965000000000.0,3.38995,105.0,0.0005,0
700,10000,0.441571,39528100000000.0,1.08343,105.0,0.00142857,0
900,10000,0.0734396,50367200000000.0,1.40459,105.0,0.00111111,0
1400,10000,1.47493,76721600000000.0,2.38202,105.0,0.000714286,0
1600,10000,1.03206,87487700000000.0,2.71895,105.0,0.000625,0
1800,10000,1.01118,97833200000000.0,3.07701,105.0,0.000555556,0
6000,10000,0.763209,305374000000000.0,10.5907,105.0,0.000166667,0
9000,10000,0.572606,190785000000000.0,15.9803,105.0,0.000111111,0
4000,10000,2.12945,208446000000000.0,6.88637,105.0,0.00025,0
2000,10000,1.66773,103374000000000.0,3.45662,105.0,0.0005,0
700,10000,2.11398,41304300000000.0,1.10401,105.0,0.00142857,0
900,10000,2.56806,52522600000000.0,1.40442,105.0,0.00111111,0
1400,10000,0.582286,77464900000000.0,2.40161,105.0,0.000714286,0
1600,10000,0.217517,87027200000000.0,2.71768,105.0,0.000625,0
1800,10000,0.858195,101470000000000.0,3.05857,105.0,0.000555556,0
6000,10000,0.704944,303829000000000.0,10.4859,105.0,0.000166667,0
9000,10000,0.713013,184014000000000.0,16.0099,105.0,0.000111111,0
4000,10000,0.0180372,202127000000000.0,6.89675,105.0,0.00025,0
2000,10000,1.62043,104884000000000.0,3.45994,105.0,0.0005,0
700,10000,0.0143744,39238400000000.0,1.09809,105.0,0.00142857,0
900,10000,1.3133,49881200000000.0,1.40946,105.0,0.00111111,0
1400,10000,0.44472,74247900000000.0,2.35802,105.0,0.000714286,0
1600,10000,0.270806,85734400000000.0,2.78211,105.0,0.000625,0
1800,10000,1.44387,91684400000000.0,3.10254,105.0,0.000555556,0
6000,10000,1.5598,291995000000000.0,10.5849,105.0,0.000166667,0
9000,10000,1.14198,180826000000000.0,16.2474,105.0,0.000111111,0
4000,10000,1.3092,210950000000000.0,6.98123,105.0,0.00025,0
2000,10000,0.885432,106052000000000.0,3.46619,105.0,0.0005,0
700,10000,0.331851,39693900000000.0,1.11358,105.0,0.00142857,0
900,10000,0.139934,51475900000000.0,1.44168,105.0,0.00111111,0
1400,10000,0.494812,75245700000000.0,2.35179,105.0,0.000714286,0
1600,10000,0.889682,87646800000000.0,2.773,105.0,0.000625,0
1800,10000,0.862575,92004900000000.0,3.08276,105.0,0.000555556,0
6000,10000,1.22324,303173000000000.0,10.5585,105.0,0.000166667,0
9000,10000,0.318651,186409000000000.0,16.2107,105.0,0.000111111,0
4000,10000,0.911608,202589000000000.0,6.99946,105.0,0.00025,0
2000,10000,0.0903219,103571000000000.0,3.4635,105.0,0.0005,0
700,10000,0.312906,40467500000000.0,1.0923,105.0,0.00142857,0
900,10000,0.924597,48206700000000.0,1.40631,105.0,0.00111111,0
1400,10000,0.527252,76174900000000.0,2.36026,105.0,0.000714286,0
1600,10000,0.271578,87897300000000.0,2.78841,105.0,0.000625,0
1800,10000,0.0550757,95788400000000.0,3.05032,105.0,0.000555556,0
6000,10000,1.29785,310080000000000.0,10.5309,105.0,0.000166667,0
9000,10000,0.345452,191326000000000.0,16.1389,105.0,0.000111111,0
4000,10000,1.03223,210844000000000.0,7.0097,105.0,0.00025,0
2000,10000,1.05787,106983000000000.0,3.47394,105.0,0.0005,0
700,10000,1.38199,41257100000000.0,1.0951,105.0,0.00142857,0
900,10000,0.652299,51216900000000.0,1.43421,105.0,0.00111111,0
1400,10000,1.56193,74588400000000.0,2.38616,105.0,0.000714286,0
1600,10000,0.767601,84079100000000.0,2.80647,105.0,0.000625,0
1800,10000,1.25773,98416600000000.0,3.07022,105.0,0.000555556,0
6000,10000,0.431745,318576000000000.0,10.5169,105.0,0.000166667,0
9000,10000,0.689719,187064000000000.0,15.9215,105.0,0.000111111,0
4000,10000,0.559806,208650000000000.0,6.95963,105.0,0.00025,0
2000,10000,0.327274,102201000000000.0,3.40245,105.0,0.0005,0
700,10000,0.298617,40666100000000.0,1.09312,105.0,0.00142857,0
900,10000,0.882459,50612900000000.0,1.39467,105.0,0.00111111,0
1400,10000,0.0599044,78398300000000.0,2.40868,105.0,0.000714286,0
1600,10000,1.97518,84433000000000.0,2.72734,105.0,0.000625,0
1800,10000,1.68754,99245100000000.0,3.01504,105.0,0.000555556,0
6000,10000,0.246192,324248000000000.0,10.5537,105.0,0.000166667,0
9000,10000,0.458305,190859000000000.0,16.1032,105.0,0.000111111,0
4000,10000,0.893645,213187000000000.0,6.98101,105.0,0.00025,0
2000,10000,0.545644,108125000000000.0,3.41444,105.0,0.0005,0
700,10000,0.454774,40577100000000.0,1.11218,105.0,0.00142857,0
900,10000,1.15189,48833800000000.0,1.38742,105.0,0.00111111,0
1400,10000,1.25701,74763500000000.0,2.38765,105.0,0.000714286,0
1600,10000,1.52458,86860600000000.0,2.71127,105.0,0.000625,0
1800,10000,1.26684,94980000000000.0,3.08269,105.0,0.000555556,0
6000,10000,2.1118,319327000000000.0,10.5212,105.0,0.000166667,0
9000,10000,1.89244,190769000000000.0,16.2533,105.0,0.000111111,0
4000,10000,0.271778,209032000000000.0,6.99671,105.0,0.00025,0
2000,10000,1.46433,106633000000000.0,3.43775,105.0,0.0005,0
700,10000,0.895475,40319700000000.0,1.08355,105.0,0.00142857,0
900,10000,0.326861,49568100000000.0,1.44917,105.0,0.00111111,0
1400,10000,0.00938761,78408000000000.0,2.37977,105.0,0.000714286,0
1600,10000,0.44222,88073700000000.0,2.72707,105.0,0.000625,0
1800,10000,0.469428,96495100000000.0,3.11542,105.0,0.000555556,0
6000,10000,0.916762,312628000000000.0,10.4744,105.0,0.000166667,0
9000,10000,0.716821,185199000000000.0,16.0319,105.0,0.000111111,0
4000,10000,0.452656,217757000000000.0,6.98604,105.0,0.00025,0
2000,10000,0.0916191,106017000000000.0,3.44912,105.0,0.0005,0
700,10000,1.08377,40684500000000.0,1.1002,105.0,0.00142857,0
900,10000,0.409236,50283700000000.0,1.39822,105.0,0.00111111,0
1400,10000,0.493271,75469000000000.0,2.36196,105.0,0.000714286,0
1600,10000,0.777333,90181600000000.0,2.71162,105.0,0.000625,0
1800,10000,0.585465,99443000000000.0,3.14889,105.0,0.000555556,0
6000,10000,0.511071,311224000000000.0,10.5089,105.0,0.000166667,0
9000,10000,1.10616,184824000000000.0,16.1557,105.0,0.000111111,0
4000,10000,0.109231,210181000000000.0,6.93157,105.0,0.00025,0
2000,10000,0.838622,110113000000000.0,3.46474,105.0,0.0005,0
700,10000,0.313193,40913900000000.0,1.08807,105.0,0.00142857,0
900,10000,0.413005,52032700000000.0,1.43997,105.0,0.00111111,0
1400,10000,0.406523,77166400000000.0,2.37647,105.0,0.000714286,0
1600,10000,1.11634,92085200000000.0,2.74276,105.0,0.000625,0
1800,10000,0.231346,97942700000000.0,3.06328,105.0,0.000555556,0
6000,10000,0.896202,317960000000000.0,10.4785,105.0,0.000166667,0
9000,10000,1.03036,185220000000000.0,16.2404,105.0,0.000111111,0
4000,10000,0.249095,217769000000000.0,7.0026,105.0,0.00025,0
2000,10000,0.0621466,112733000000000.0,3.42363,105.0,0.0005,0
700,10000,0.218723,41032300000000.0,1.10141,105.0,0.00142857,0
900,10000,0.159768,50285900000000.0,1.39927,105.0,0.00111111,0
1400,10000,0.33098,76818900000000.0,2.39392,105.0,0.000714286,0
1600,10000,0.982039,86876500000000.0,2.71656,105.0,0.000625,0
1800,10000,0.343627,95044100000000.0,3.04451,105.0,0.000555556,0
6000,10000,0.676133,298064000000000.0,10.5506,105.0,0.000166667,0
9000,10000,1.64194,188056000000000.0,16.0306,105.0,0.000111111,0
4000,10000,0.576919,206114000000000.0,6.93132,105.0,0.00025,0
2000,10000,0.846774,111203000000000.0,3.50274,105.0,0.0005,0
700,10000,1.27602,40605300000000.0,1.09478,105.0,0.00142857,0
900,10000,1.24525,49676200000000.0,1.39416,105.0,0.00111111,0
1400,10000,2.25661,79104800000000.0,2.38384,105.0,0.000714286,0
1600,10000,1.98635,86749900000000.0,2.71688,105.0,0.000625,0
1800,10000,1.757,95967700000000.0,3.04796,105.0,0.000555556,0
6000,10000,0.576534,325696000000000.0,10.5968,105.0,0.000166667,0
9000,10000,0.901332,187759000000000.0,16.0312,105.0,0.000111111,0
4000,10000,1.18877,215120000000000.0,6.98324,105.0,0.00025,0
2000,10000,0.0505452,107687000000000.0,3.43284,105.0,0.0005,0
700,10000,0.795132,40469700000000.0,1.09119,105.0,0.00142857,0
900,10000,0.469451,50057400000000.0,1.44237,105.0,0.00111111,0
1400,10000,0.314601,79064000000000.0,2.40685,105.0,0.000714286,0
1600,10000,1.44523,85637700000000.0,2.7334,105.0,0.000625,0
1800,10000,0.625382,95293600000000.0,3.09677,105.0,0.000555556,0
6000,10000,2.77179,315409000000000.0,10.4591,105.0,0.000166667,0
9000,10000,2.16679,184866000000000.0,16.0338,105.0,0.000111111,0
4000,10000,0.983569,210281000000000.0,6.96717,105.0,0.00025,0
2000,10000,0.159916,107615000000000.0,3.41585,105.0,0.0005,0
700,10000,0.33371,40942200000000.0,1.08995,105.0,0.00142857,0
900,10000,0.75668,50219800000000.0,1.406,105.0,0.00111111,0
1400,10000,0.111194,77770500000000.0,2.41786,105.0,0.000714286,0
1600,10000,0.665861,86432300000000.0,2.73085,105.0,0.000625,0
1800,10000,0.1294,98124300000000.0,3.06145,105.0,0.000555556,0
6000,10000,1.01956,307787000000000.0,10.4792,105.0,0.000166667,0
9000,10000,0.676092,190333000000000.0,16.0781,105.0,0.000111111,0
4000,10000,1.3716,211361000000000.0,6.91971,105.0,0.00025,0
2000,10000,1.19064,109613000000000.0,3.38979,105.0,0.0005,0
700,10000,0.26826,40975900000000.0,1.08129,105.0,0.00142857,0
900,10000,0.51594,50047700000000.0,1.43644,105.0,0.00111111,0
1400,10000,0.828107,76887600000000.0,2.39695,105.0,0.000714286,0
1600,10000,0.343705,90437800000000.0,2.69946,105.0,0.000625,0
1800,10000,0.983395,94183300000000.0,3.06866,105.0,0.000555556,0
6000,10000,0.026854,308225000000000.0,10.5583,105.0,0.000166667,0
9000,10000,0.613095,194608000000000.0,16.1501,105.0,0.000111111,0
4000,10000,0.139421,216169000000000.0,6.97061,105.0,0.00025,0
2000,10000,0.225882,106975000000000.0,3.41242,105.0,0.0005,0
700,10000,0.62409,39788000000000.0,1.10147,105.0,0.00142857,0
900,10000,0.447139,50288500000000.0,1.42141,105.0,0.00111111,0
1400,10000,0.722392,79832200000000.0,2.41704,105.0,0.000714286,0
1600,10000,0.794082,87327100000000.0,2.74533,105.0,0.000625,0
1800,10000,0.927927,94401000000000.0,3.13079,105.0,0.000555556,0
6000,10000,0.28702,310335000000000.0,10.5134,105.0,0.000166667,0
9000,10000,0.414152,194338000000000.0,16.0995,105.0,0.000111111,0
4000,10000,0.52455,204477000000000.0,6.99906,105.0,0.00025,0
2000,10000,0.687196,105837000000000.0,3.4333,105.0,0.0005,0
700,10000,0.981253,39828800000000.0,1.08355,105.0,0.00142857,0
900,10000,0.79661,49888500000000.0,1.40459,105.0,0.00111111,0
1400,10000,0.710814,78456800000000.0,2.38379,105.0,0.000714286,0
1600,10000,0.376467,85502500000000.0,2.7035,105.0,0.000625,0
1800,10000,0.515823,96919500000000.0,3.04706,105.0,0.000555556,0
6000,10000,0.161209,316508000000000.0,10.5567,105.0,0.000166667,0
9000,10000,0.741241,186421000000000.0,16.2031,105.0,0.000111111,0
4000,10000,0.754666,210904000000000.0,6.95219,105.0,0.00025,0
2000,10000,0.357866,106503000000000.0,3.39987,105.0,0.0005,0
700,10000,0.379665,40808300000000.0,1.08304,105.0,0.00142857,0
900,10000,0.547142,50288200000000.0,1.4287,105.0,0.00111111,0
1400,10000,0.260995,79330600000000.0,2.45078,105.0,0.000714286,0
1600,10000,0.126946,88017500000000.0,2.73338,105.0,0.000625,0
1800,10000,0.698934,98196500000000.0,3.13165,105.0,0.000555556,0
6000,10000,3.13217,315885000000000.0,10.524,105.0,0.000166667,0
9000,10000,2.1275,191727000000000.0,15.9982,105.0,0.000111111,0
4000,10000,0.347103,220150000000000.0,7.10577,105.0,0.00025,0
2000,10000,0.975518,110122000000000.0,3.44445,105.0,0.0005,0
700,10000,0.107938,41417200000000.0,1.0907,105.0,0.00142857,0
900,10000,0.0246855,54397800000000.0,1.38718,105.0,0.00111111,0
1400,10000,0.137152,76475900000000.0,2.45237,105.0,0.000714286,0
1600,10000,0.977661,89777700000000.0,2.73285,105.0,0.000625,0
1800,10000,0.619776,100497000000000.0,3.07491,105.0,0.000555556,0
6000,10000,1.65865,313479000000000.0,10.6982,105.0,0.000166667,0
9000,10000,0.163239,183962000000000.0,16.1459,105.0,0.000111111,0
4000,10000,1.89647,218005000000000.0,6.96084,105.0,0.00025,0
2000,10000,1.87575,109160000000000.0,3.43315,105.0,0.0005,0
700,10000,1.45778,40534800000000.0,1.11528,105.0,0.00142857,0
900,10000,0.323515,54855500000000.0,1.41356,105.0,0.00111111,0
1400,10000,0.337103,77142200000000.0,2.38809,105.0,0.000714286,0
1600,10000,1.1816,89342500000000.0,2.75797,105.0,0.000625,0
1800,10000,0.0013199,98861500000000.0,3.10218,105.0,0.000555556,0
6000,10000,0.749721,313810000000000.0,10.4403,105.0,0.000166667,0
9000,10000,0.633939,191321000000000.0,16.0173,105.0,0.000111111,0
4000,10000,0.450761,201808000000000.0,6.93195,105.0,0.00025,0
2000,10000,0.0685319,109014000000000.0,3.40521,105.0,0.0005,0
700,10000,0.488434,40825300000000.0,1.11667,105.0,0.00142857,0
900,10000,3.25686,49088000000000.0,1.39056,105.0,0.00111111,0
1400,10000,1.12633,76802500000000.0,2.36281,105.0,0.000714286,0
1600,10000,1.7723,86381600000000.0,2.70296,105.0,0.000625,0
1800,10000,0.931146,96300700000000.0,3.04051,105.0,0.000555556,0
6000,10000,0.556305,306178000000000.0,10.5058,105.0,0.000166667,0
9000,10000,1.90524,183068000000000.0,16.0773,105.0,0.000111111,0
4000,10000,0.516856,212552000000000.0,6.93707,105.0,0.00025,0
2000,10000,1.03429,104276000000000.0,3.4151,105.0,0.0005,0
700,10000,2.02652,39217700000000.0,1.12203,105.0,0.00142857,0
900,10000,1.07241,48123800000000.0,1.40517,105.0,0.00111111,0
1400,10000,1.03075,77266300000000.0,2.40174,105.0,0.000714286,0
1600,10000,0.384932,90389400000000.0,2.72435,105.0,0.000625,0
1800,10000,0.760087,93376100000000.0,3.12096,105.0,0.000555556,0
6000,10000,0.756062,311019000000000.0,10.558,105.0,0.000166667,0
9000,10000,0.642311,190199000000000.0,16.2029,105.0,0.000111111,0
4000,10000,1.72126,214903000000000.0,6.96679,105.0,0.00025,0
2000,10000,0.607912,108458000000000.0,3.49502,105.0,0.0005,0
700,10000,0.715938,39980300000000.0,1.09709,105.0,0.00142857,0
900,10000,0.705803,52021500000000.0,1.43332,105.0,0.00111111,0
1400,10000,0.0172402,76341000000000.0,2.38316,105.0,0.000714286,0
1600,10000,0.0171697,86662700000000.0,2.71479,105.0,0.000625,0
1800,10000,1.41625,97443100000000.0,3.12138,105.0,0.000555556,0
6000,10000,1.06146,321997000000000.0,10.5517,105.0,0.000166667,0
9000,10000,1.71458,189902000000000.0,16.221,105.0,0.000111111,0
4000,10000,0.214799,206890000000000.0,7.01953,105.0,0.00025,0
2000,10000,1.38699,104616000000000.0,3.45736,105.0,0.0005,0
700,10000,0.0280977,40272600000000.0,1.07704,105.0,0.00142857,0
900,10000,0.347172,50425900000000.0,1.41767,105.0,0.00111111,0
1400,10000,0.499444,78229200000000.0,2.37422,105.0,0.000714286,0
1600,10000,0.778693,84434400000000.0,2.74138,105.0,0.000625,0
1800,10000,0.0987279,99292400000000.0,3.10102,105.0,0.000555556,0
6000,10000,0.549956,321683000000000.0,10.6655,105.0,0.000166667,0
9000,10000,0.126462,192184000000000.0,16.1373,105.0,0.000111111,0
4000,10000,0.853786,220594000000000.0,6.98039,105.0,0.00025,0
2000,10000,1.12918,108448000000000.0,3.47565,105.0,0.0005,0
700,10000,0.834803,41648500000000.0,1.09815,105.0,0.00142857,0
900,10000,0.0592277,49470800000000.0,1.40087,105.0,0.00111111,0
1400,10000,0.590266,77284600000000.0,2.38278,105.0,0.000714286,0
1600,10000,1.13909,82071500000000.0,2.7854,105.0,0.000625,0
1800,10000,0.231901,92600100000000.0,3.07745,105.0,0.000555556,0
6000,10000,0.167882,310190000000000.0,10.5363,105.0,0.000166667,0
9000,10000,0.148114,192407000000000.0,16.1332,105.0,0.000111111,0
4000,10000,1.05786,215758000000000.0,7.01642,105.0,0.00025,0
2000,10000,0.649079,106552000000000.0,3.44071,105.0,0.0005,0
700,10000,1.48125,40763900000000.0,1.08737,105.0,0.00142857,0
900,10000,2.0828,49938900000000.0,1.39128,105.0,0.00111111,0
1400,10000,1.71759,79226900000000.0,2.39527,105.0,0.000714286,0
1600,10000,2.16255,86280600000000.0,2.7307,105.0,0.000625,0
1800,10000,2.4954,96363100000000.0,3.10484,105.0,0.000555556,0
6000,10000,1.02596,305981000000000.0,10.5892,105.0,0.000166667,0
9000,10000,0.0583081,192742000000000.0,16.1707,105.0,0.000111111,0
4000,10000,0.801901,206120000000000.0,6.96294,105.0,0.00025,0
2000,10000,0.748027,100166000000000.0,3.43451,105.0,0.0005,0
700,10000,1.24737,41786700000000.0,1.09103,105.0,0.00142857,0
900,10000,1.35062,50491500000000.0,1.397,105.0,0.00111111,0
1400,10000,0.448541,77186400000000.0,2.45229,105.0,0.000714286,0
1600,10000,1.40376,87400300000000.0,2.7672,105.0,0.000625,0
1800,10000,0.0281629,92613500000000.0,3.1108,105.0,0.000555556,0
6000,10000,0.190903,321747000000000.0,10.5139,105.0,0.000166667,0
9000,10000,0.780063,179448000000000.0,16.1404,105.0,0.000111111,0
4000,10000,0.347739,209975000000000.0,6.94341,105.0,0.00025,0
2000,10000,0.397029,106361000000000.0,3.4598,105.0,0.0005,0
700,10000,1.18049,39770300000000.0,1.07245,105.0,0.00142857,0
900,10000,0.949069,49909900000000.0,1.39726,105.0,0.00111111,0
1400,10000,0.93976,75292000000000.0,2.39479,105.0,0.000714286,0
1600,10000,0.733966,86745400000000.0,2.72776,105.0,0.000625,0
1800,10000,1.46736,96672000000000.0,3.05697,105.0,0.000555556,0
6000,10000,1.01744,306692000000000.0,10.4874,105.0,0.000166667,0
9000,10000,0.908575,185108000000000.0,16.1492,105.0,0.000111111,0
4000,10000,0.758959,201098000000000.0,6.94885,105.0,0.00025,0
2000,10000,0.215226,106452000000000.0,3.41852,105.0,0.0005,0
700,10000,2.1391,39526000000000.0,1.11082,105.0,0.00142857,0
900,10000,1.10787,48886800000000.0,1.38891,105.0,0.00111111,0
1400,10000,0.846259,76574400000000.0,2.35077,105.0,0.000714286,0
1600,10000,0.246798,86057300000000.0,2.7134,105.0,0.000625,0
1800,10000,0.537977,93715900000000.0,3.10373,105.0,0.000555556,0
6000,10000,0.613218,316488000000000.0,10.5228,105.0,0.000166667,0
9000,10000,0.269239,184638000000000.0,16.2002,105.0,0.000111111,0
4000,10000,0.246114,208216000000000.0,6.92673,105.0,0.00025,0
2000,10000,1.0477,109216000000000.0,3.46373,105.0,0.0005,0
700,10000,0.287434,40383600000000.0,1.09216,105.0,0.00142857,0
900,10000,0.493803,48887300000000.0,1.4312,105.0,0.00111111,0
1400,10000,0.608313,76401500000000.0,2.38839,105.0,0.000714286,0
1600,10000,0.194505,85894200000000.0,2.74308,105.0,0.000625,0
