S0,K,T,r,v,price
100,102,0.08,0.055,0.45,5.948938552752367
100,102,0.08,0.055,0.53,6.845579199552263
100,102,0.08,0.055,0.61,7.743594735698758
100,102,0.08,0.055,0.69,8.642119101066529
100,102,0.08,0.055,0.8,9.877442980833942
100,102,0.08,0.07,0.05,1.999999999999958
100,102,0.08,0.07,0.13,2.418523335465992
100,102,0.08,0.07,0.21,3.2406712784928735
100,102,0.08,0.07,0.29,4.1126050818313
100,102,0.08,0.07,0.37,4.999533034134229
100,102,0.08,0.07,0.45,5.892726682085568
100,102,0.08,0.07,0.53,6.788884991214835
100,102,0.08,0.07,0.61,7.686435765998665
100,102,0.08,0.07,0.69,8.584503147705208
100,102,0.08,0.07,0.8,9.819205463543215
100,102,0.08,0.1,0.05,1.9999999999999618
100,102,0.08,0.1,0.13,2.332274169015958
100,102,0.08,0.1,0.21,3.1397489941798082
100,102,0.08,0.1,0.29,4.007555021559367
100,102,0.08,0.1,0.37,4.892293062994072
100,102,0.08,0.1,0.45,5.783907976709409
100,102,0.08,0.1,0.53,6.678745746253346
100,102,0.08,0.1,0.61,7.575108545647464
100,102,0.08,0.1,0.69,8.472063942100636
100,102,0.08,0.1,0.8,9.70531642636897
100,104,0.08,0.01,0.05,3.999999999999958
100,104,0.08,0.01,0.13,4.221487234186123
100,104,0.08,0.01,0.21,4.867280018263472
100,104,0.08,0.01,0.29,5.651450522064696
100,104,0.08,0.01,0.37,6.490205870332111
100,104,0.08,0.01,0.45,7.355270994628861
100,104,0.08,0.01,0.53,8.234692664570524
100,104,0.08,0.01,0.61,9.122559484019558
100,104,0.08,0.01,0.69,10.015595353110678
100,104,0.08,0.01,0.8,11.248446362753864
100,104,0.08,0.025,0.05,3.999999999999956
100,104,0.08,0.025,0.13,4.1611397939868136
100,104,0.08,0.025,0.21,4.798162620552894
100,104,0.08,0.025,0.29,5.58268722487919
100,104,0.08,0.025,0.37,6.4223994392860835
100,104,0.08,0.025,0.45,7.28822140813741
100,104,0.08,0.025,0.53,8.16815402197654
100,104,0.08,0.025,0.61,9.056333411007875
100,104,0.08,0.025,0.69,9.949532186591405
100,104,0.08,0.025,0.8,11.182428831243927
100,104,0.08,0.04,0.05,3.999999999999958
100,104,0.08,0.04,0.13,4.112528436839402
100,104,0.08,0.04,0.21,4.734459838342427
100,104,0.08,0.04,0.29,5.517625298814576
100,104,0.08,0.04,0.37,6.357511347365561
100,104,0.08,0.04,0.45,7.223642619460449
100,104,0.08,0.04,0.53,8.10379802996564
100,104,0.08,0.04,0.61,8.992089081336916
100,104,0.08,0.04,0.69,9.885303245190602
100,104,0.08,0.04,0.8,11.118097357071987
100,104,0.08,0.055,0.05,3.999999999999954
100,104,0.08,0.055,0.13,4.073607283027456
100,104,0.08,0.055,0.21,4.675057932077786
100,104,0.08,0.055,0.29,5.45548341224608
100,104,0.08,0.055,0.37,6.29491771823637
100,104,0.08,0.055,0.45,7.16100150827222
100,104,0.08,0.055,0.53,8.04114832053704
100,104,0.08,0.055,0.61,8.929389703266
100,104,0.08,0.055,0.69,9.822500368430138
100,104,0.08,0.055,0.8,11.055072141765876
100,104,0.08,0.07,0.05,3.999999999999953
100,104,0.08,0.07,0.13,4.04338923479278
100,104,0.08,0.07,0.21,4.619382113191592
100,104,0.08,0.07,0.29,5.395859654298892
100,104,0.08,0.07,0.37,6.23430041372165
100,104,0.08,0.07,0.45,7.100027514598929
100,104,0.08,0.07,0.53,7.9799648980193
100,104,0.08,0.07,0.61,8.86801588615538
100,104,0.08,0.07,0.69,9.760918212670258
100,104,0.08,0.07,0.8,10.99316346411491
100,104,0.08,0.1,0.05,3.999999999999957
100,104,0.08,0.1,0.13,4.006952099081178
100,104,0.08,0.1,0.21,4.51782838293049
100,104,0.08,0.1,0.29,5.283199813362518
100,104,0.08,0.1,0.37,6.118233732134839
100,104,0.08,0.1,0.45,6.982437111114321
100,104,0.08,0.1,0.53,7.861429702029161
100,104,0.08,0.1,0.61,8.748730341128336
100,104,0.08,0.1,0.69,9.640943012628167
100,104,0.08,0.1,0.8,10.87225500406949
100,108,0.08,0.01,0.05,7.999999999999966
100,108,0.08,0.01,0.13,8.000986613169701
100,108,0.08,0.01,0.21,8.22725131109892
100,108,0.08,0.01,0.29,8.733871722065233
100,108,0.08,0.01,0.37,9.394954715573373
100,108,0.08,0.01,0.45,10.142354605330627
100,108,0.08,0.01,0.53,10.941139567294815
100,108,0.08,0.01,0.61,11.772380334133317
100,108,0.08,0.01,0.69,12.625101668641635
100,108,0.08,0.01,0.8,13.820676290659234
100,108,0.08,0.025,0.05,7.99999999999997
100,108,0.08,0.025,0.13,8.000000000000039
100,108,0.08,0.025,0.21,8.164774009990287
100,108,0.08,0.025,0.29,8.65943716608913
100,108,0.08,0.025,0.37,9.318516922169078
100,108,0.08,0.025,0.45,10.066090163726196
100,108,0.08,0.025,0.53,10.86551988131314
100,108,0.08,0.025,0.61,11.69742724793874
100,108,0.08,0.025,0.69,12.550717088757896
100,108,0.08,0.025,0.8,13.746876122662854
100,108,0.08,0.04,0.05,7.999999999999978
100,108,0.08,0.04,0.13,8.000000000000055
100,108,0.08,0.04,0.21,8.114716225960935
100,108,0.08,0.04,0.29,8.591808559143418
100,108,0.08,0.04,0.37,9.246825865718861
100,108,0.08,0.04,0.45,9.993544936036805
100,108,0.08,0.04,0.53,10.793012474592787
100,108,0.08,0.04,0.61,11.62519007318583
100,108,0.08,0.04,0.69,12.47877052854945
100,108,0.08,0.04,0.8,13.675246320048489
100,108,0.08,0.055,0.05,7.999999999999977
100,108,0.08,0.055,0.13,8.000000000000018
100,108,0.08,0.055,0.21,8.074789438711536
100,108,0.08,0.055,0.29,8.529551417524617
100,108,0.08,0.055,0.37,9.178837794789095
100,108,0.08,0.055,0.45,9.923885698760182
100,108,0.08,0.055,0.53,10.72291308970965
100,108,0.08,0.055,0.61,11.55504898146365
100,108,0.08,0.055,0.69,12.408700759965166
100,108,0.08,0.055,0.8,13.605282378013825
100,108,0.08,0.07,0.05,7.999999999999981
100,108,0.08,0.07,0.13,7.999999999999991
100,108,0.08,0.07,0.21,8.043900244738955
100,108,0.08,0.07,0.29,8.471946605752917
100,108,0.08,0.07,0.37,9.114028148392494
100,108,0.08,0.07,0.45,9.856694213985307
100,108,0.08,0.07,0.53,10.654868963493566
100,108,0.08,0.07,0.61,11.48669341618668
100,108,0.08,0.07,0.69,12.340229237233151
100,108,0.08,0.07,0.8,13.536734216661175
100,108,0.08,0.1,0.05,7.999999999999973
100,108,0.08,0.1,0.13,7.999999999999967
100,108,0.08,0.1,0.21,8.006883424131122
100,108,0.08,0.1,0.29,8.36902763589875
100,108,0.08,0.1,0.37,8.992708076464245
100,108,0.08,0.1,0.45,9.728729974509497
100,108,0.08,0.1,0.53,10.524114209523638
100,108,0.08,0.1,0.61,11.354614682192475
100,108,0.08,0.1,0.69,12.207425578240459
100,108,0.08,0.1,0.8,13.403303088046183
100,112,0.08,0.01,0.05,11.99999999999996
100,112,0.08,0.01,0.13,12.000000000000183
100,112,0.08,0.01,0.21,12.027771216386782
100,112,0.08,0.01,0.29,12.271522997972271
100,112,0.08,0.01,0.37,12.718056715162133
100,112,0.08,0.01,0.45,13.303427896043374
100,112,0.08,0.01,0.53,13.981041848129111
100,112,0.08,0.01,0.61,14.720977100105404
100,112,0.08,0.01,0.69,15.504178364020513
100,112,0.08,0.01,0.8,16.62964327523985
100,112,0.08,0.025,0.05,11.99999999999996
100,112,0.08,0.025,0.13,12.000000000000261
100,112,0.08,0.025,0.21,12.00243113038924
100,112,0.08,0.025,0.29,12.205212407540452
100,112,0.08,0.025,0.37,12.640369572443428
100,112,0.08,0.025,0.45,13.222352858715455
100,112,0.08,0.025,0.53,13.899181095039568
100,112,0.08,0.025,0.61,14.63923843846754
100,112,0.08,0.025,0.69,15.422860543532988
100,112,0.08,0.025,0.8,16.54898730333904
100,112,0.08,0.04,0.05,11.999999999999961
100,112,0.08,0.04,0.13,12.000000000000181
100,112,0.08,0.04,0.21,12.000000002738446
100,112,0.08,0.04,0.29,12.150927640204866
100,112,0.08,0.04,0.37,12.570203968533528
100,112,0.08,0.04,0.45,13.146760182274624
100,112,0.08,0.04,0.53,13.821681481257338
100,112,0.08,0.04,0.61,14.561164373081851
100,112,0.08,0.04,0.69,15.344738166826408
100,112,0.08,0.04,0.8,16.471089773006337
100,112,0.08,0.055,0.05,11.999999999999956
100,112,0.08,0.055,0.13,12.00000000000003
100,112,0.08,0.055,0.21,11.999999999999904
100,112,0.08,0.055,0.29,12.106306293852064
100,112,0.08,0.055,0.37,12.505936330717487
100,112,0.08,0.055,0.45,13.075417875439946
100,112,0.08,0.055,0.53,13.747542180940993
100,112,0.08,0.055,0.61,14.485903279026386
100,112,0.08,0.055,0.69,15.269061740736204
100,112,0.08,0.055,0.8,16.395296901567463
100,112,0.08,0.07,0.05,11.999999999999956
100,112,0.08,0.07,0.13,11.99999999999997
100,112,0.08,0.07,0.21,12.000000000000027
100,112,0.08,0.07,0.29,12.07020909363104
100,112,0.08,0.07,0.37,12.44676286926526
100,112,0.08,0.07,0.45,13.007711933009896
100,112,0.08,0.07,0.53,13.67626379709813
100,112,0.08,0.07,0.61,14.413030570484393
100,112,0.08,0.07,0.69,15.195458483985634
100,112,0.08,0.07,0.8,16.32128551906267
100,112,0.08,0.1,0.05,11.999999999999957
100,112,0.08,0.1,0.13,12.000000000000238
100,112,0.08,0.1,0.21,12.000000000000261
100,112,0.08,0.1,0.29,12.021079514346884
100,112,0.08,0.1,0.37,12.341849900290045
100,112,0.08,0.1,0.45,12.881783192940006
100,112,0.08,0.1,0.53,13.541130198049649
100,112,0.08,0.1,0.61,14.273465406144158
100,112,0.08,0.1,0.69,15.053606635010645
100,112,0.08,0.1,0.8,16.177855757612395
100,116,0.08,0.01,0.05,15.99999999999996
100,116,0.08,0.01,0.13,16.000000000000423
100,116,0.08,0.01,0.21,16.000000001274703
100,116,0.08,0.01,0.29,16.073930010301762
100,116,0.08,0.01,0.37,16.33320697762737
100,116,0.08,0.01,0.45,16.75217328827828
100,116,0.08,0.01,0.53,17.292562052453615
100,116,0.08,0.01,0.61,17.922006391538158
100,116,0.08,0.01,0.69,18.616712948979355
100,116,0.08,0.01,0.8,19.64834911445467
100,116,0.08,0.025,0.05,15.99999999999996
100,116,0.08,0.025,0.13,16.00000000000045
100,116,0.08,0.025,0.21,16.00000000000107
100,116,0.08,0.025,0.29,16.03032279647196
100,116,0.08,0.025,0.37,16.26252826417308
100,116,0.08,0.025,0.45,16.671392947007615
100,116,0.08,0.025,0.53,17.207823618996986
100,116,0.08,0.025,0.61,17.835810387122528
100,116,0.08,0.025,0.69,18.530139788024456
100,116,0.08,0.025,0.8,19.561963273339373
100,116,0.08,0.04,0.05,15.999999999999961
100,116,0.08,0.04,0.13,15.99999999999997
100,116,0.08,0.04,0.21,16.00000000000096
100,116,0.08,0.04,0.29,16.006779889492677
100,116,0.08,0.04,0.37,16.20336162062392
100,116,0.08,0.04,0.45,16.598498536925437
100,116,0.08,0.04,0.53,17.129078383317097
100,116,0.08,0.04,0.61,17.754479834841803
100,116,0.08,0.04,0.69,18.447695705972933
100,116,0.08,0.04,0.8,19.479041053103646
100,116,0.08,0.055,0.05,15.999999999999956
100,116,0.08,0.055,0.13,16.00000000000034
100,116,0.08,0.055,0.21,16.000000000000743
100,116,0.08,0.055,0.29,16.000000057652226
100,116,0.08,0.055,0.37,16.153330532627123
100,116,0.08,0.055,0.45,16.531747769477782
100,116,0.08,0.055,0.53,17.0549550012858
100,116,0.08,0.055,0.61,17.67687798548939
100,116,0.08,0.055,0.69,18.36840336672333
100,116,0.08,0.055,0.8,19.398752369570445
100,116,0.08,0.07,0.05,15.999999999999956
100,116,0.08,0.07,0.13,16.00000000000055
100,116,0.08,0.07,0.21,16.00000000000044
100,116,0.08,0.07,0.29,15.999999996729006
100,116,0.08,0.07,0.37,16.111281293590807
100,116,0.08,0.07,0.45,16.470281686255525
100,116,0.08,0.07,0.53,16.98477457562453
100,116,0.08,0.07,0.61,17.6024415452713
100,116,0.08,0.07,0.69,18.291779452390077
100,116,0.08,0.07,0.8,19.320687524398814
100,116,0.08,0.1,0.05,15.999999999999957
100,116,0.08,0.1,0.13,16.00000000000011
100,116,0.08,0.1,0.21,15.999999999999975
100,116,0.08,0.1,0.29,16.000000000000075
100,116,0.08,0.1,0.37,16.048557600365026
100,116,0.08,0.1,0.45,16.361238958494795
100,116,0.08,0.1,0.53,16.854674493096425
100,116,0.08,0.1,0.61,17.46176454530877
100,116,0.08,0.1,0.69,18.145415472336186
100,116,0.08,0.1,0.8,19.170279534189735
100,120,0.08,0.01,0.05,19.999999999999957
100,120,0.08,0.01,0.13,20.00000000000061
100,120,0.08,0.01,0.21,20.000000000000107
100,120,0.08,0.01,0.29,20.008395129703125
100,120,0.08,0.01,0.37,20.133060153706737
100,120,0.08,0.01,0.45,20.40780333698264
100,120,0.08,0.01,0.53,20.814897150396355
100,120,0.08,0.01,0.61,21.328742692547205
100,120,0.08,0.01,0.69,21.92586871540045
100,120,0.08,0.01,0.8,22.84913926054121
100,120,0.08,0.025,0.05,19.999999999999957
100,120,0.08,0.025,0.13,19.99999999999996
100,120,0.08,0.025,0.21,20.000000000000732
100,120,0.08,0.025,0.29,19.999999964769433
100,120,0.08,0.025,0.37,20.0776721697403
100,120,0.08,0.025,0.45,20.332644318657902
100,120,0.08,0.025,0.53,20.730892602333064
100,120,0.08,0.025,0.61,21.240640217580836
100,120,0.08,0.025,0.69,21.83590308668968
100,120,0.08,0.025,0.8,22.75828957782793
100,120,0.08,0.04,0.05,19.99999999999996
100,120,0.08,0.04,0.13,20.000000000000615
100,120,0.08,0.04,0.21,20.000000000001428
100,120,0.08,0.04,0.29,20.00000000000038
100,120,0.08,0.04,0.37,20.039247916466067
100,120,0.08,0.04,0.45,20.2685309099988
100,120,0.08,0.04,0.53,20.654959326398462
100,120,0.08,0.04,0.61,21.158891301138105
100,120,0.08,0.04,0.69,21.751199434661093
100,120,0.08,0.04,0.8,22.671738521349905
100,120,0.08,0.055,0.05,19.999999999999954
100,120,0.08,0.055,0.13,20.00000000000041
100,120,0.08,0.055,0.21,20.000000000001897
100,120,0.08,0.055,0.29,20.00000000000002
100,120,0.08,0.055,0.37,20.014479807451288
100,120,0.08,0.055,0.45,20.21309350575902
100,120,0.08,0.055,0.53,20.58527534937227
100,120,0.08,0.055,0.61,21.082018586356362
100,120,0.08,0.055,0.69,21.670511007866118
100,120,0.08,0.055,0.8,22.58845070987943
100,120,0.08,0.07,0.05,19.999999999999954
100,120,0.08,0.07,0.13,20.000000000000203
100,120,0.08,0.07,0.21,20.000000000002
100,120,0.08,0.07,0.29,19.999999999999975
100,120,0.08,0.07,0.37,20.001803453336954
100,120,0.08,0.07,0.45,20.165178338835517
100,120,0.08,0.07,0.53,20.52094491949481
100,120,0.08,0.07,0.61,21.00929336853778
100,120,0.08,0.07,0.69,21.59322206416006
100,120,0.08,0.07,0.8,22.507915346965152
100,120,0.08,0.1,0.05,19.999999999999957
100,120,0.08,0.1,0.13,19.99999999999998
100,120,0.08,0.1,0.21,20.000000000001123
100,120,0.08,0.1,0.29,20.000000000000657
100,120,0.08,0.1,0.37,19.99999998494793
100,120,0.08,0.1,0.45,20.089321296032903
100,120,0.08,0.1,0.53,20.40629951389762
100,120,0.08,0.1,0.61,20.874611311495325
100,120,0.08,0.1,0.69,21.447426766774512
100,120,0.08,0.1,0.8,22.35392417768896
100,124,0.08,0.01,0.05,23.999999999999957
100,124,0.08,0.01,0.13,23.999999999999964
100,124,0.08,0.01,0.21,24.000000000000004
100,124,0.08,0.01,0.29,23.999999999224407
100,124,0.08,0.01,0.37,24.04016608221236
100,124,0.08,0.01,0.45,24.203632170224907
100,124,0.08,0.01,0.53,24.49397699549341
100,124,0.08,0.01,0.61,24.89779864504871
100,124,0.08,0.01,0.69,25.396554825652778
100,124,0.08,0.01,0.8,26.20517196645205
100,124,0.08,0.025,0.05,23.999999999999957
100,124,0.08,0.025,0.13,24.000000000000043
100,124,0.08,0.025,0.21,24.000000000001123
100,124,0.08,0.025,0.29,24.000000000000806
100,124,0.08,0.025,0.37,24.008001464550567
100,124,0.08,0.025,0.45,24.139338600697478
100,124,0.08,0.025,0.53,24.414361926349557
100,124,0.08,0.025,0.61,24.81042902571392
100,124,0.08,0.025,0.69,25.305156854960234
100,124,0.08,0.025,0.8,26.111211607168617
100,124,0.08,0.04,0.05,23.99999999999996
100,124,0.08,0.04,0.13,24.000000000000075
100,124,0.08,0.04,0.21,24.000000000002515
100,124,0.08,0.04,0.29,24.00000000000175
100,124,0.08,0.04,0.37,24.000000111769904
100,124,0.08,0.04,0.45,24.090109347105805
100,124,0.08,0.04,0.53,24.345397209342988
100,124,0.08,0.04,0.61,24.731221814163145
100,124,0.08,0.04,0.69,25.220373039851133
100,124,0.08,0.04,0.8,26.022526713410524
100,124,0.08,0.055,0.05,23.999999999999954
100,124,0.08,0.055,0.13,23.999999999999986
100,124,0.08,0.055,0.21,24.000000000003165
100,124,0.08,0.055,0.29,24.00000000000275
100,124,0.08,0.055,0.37,23.9999999991308
100,124,0.08,0.055,0.45,24.052828131908637
100,124,0.08,0.055,0.53,24.284727794152303
100,124,0.08,0.055,0.61,24.658299420034673
100,124,0.08,0.055,0.69,25.140643054439483
100,124,0.08,0.055,0.8,25.937845369051466
100,124,0.08,0.07,0.05,23.999999999999954
100,124,0.08,0.07,0.13,23.999999999999993
100,124,0.08,0.07,0.21,24.000000000002704
100,124,0.08,0.07,0.29,24.000000000003627
100,124,0.08,0.07,0.37,24.00000000000554
100,124,0.08,0.07,0.45,24.025998329545942
100,124,0.08,0.07,0.53,24.231204930227584
100,124,0.08,0.07,0.61,24.590740574280545
100,124,0.08,0.07,0.69,25.065199687622982
100,124,0.08,0.07,0.8,25.856541608028415
100,124,0.08,0.1,0.05,23.999999999999957
100,124,0.08,0.1,0.13,24.00000000000002
100,124,0.08,0.1,0.21,24.00000000000018
100,124,0.08,0.1,0.29,24.000000000004643
100,124,0.08,0.1,0.37,24.000000000006075
100,124,0.08,0.1,0.45,24.000302079244697
100,124,0.08,0.1,0.53,24.143003509224148
100,124,0.08,0.1,0.61,24.469608699685157
100,124,0.08,0.1,0.69,24.92541275516498
100,124,0.08,0.1,0.8,25.702628937052705
100,128,0.08,0.01,0.05,27.999999999999957
100,128,0.08,0.01,0.13,27.999999999999964
100,128,0.08,0.01,0.21,28.000000000001187
100,128,0.08,0.01,0.29,28.000000000001016
100,128,0.08,0.01,0.37,28.00536911206497
100,128,0.08,0.01,0.45,28.08967143623824
100,128,0.08,0.01,0.53,28.28525004851277
100,128,0.08,0.01,0.61,28.591320625015015
100,128,0.08,0.01,0.69,28.997034142159748
100,128,0.08,0.01,0.8,29.691443660825122
100,128,0.08,0.025,0.05,27.999999999999957
100,128,0.08,0.025,0.13,28.000000000000043
100,128,0.08,0.025,0.21,28.000000000000163
100,128,0.08,0.025,0.29,28.000000000002647
100,128,0.08,0.025,0.37,27.999999999107647
100,128,0.08,0.025,0.45,28.04126883515906
100,128,0.08,0.025,0.53,28.2135981020318
100,128,0.08,0.025,0.61,28.507316139402526
100,128,0.08,0.025,0.69,28.906192197245623
100,128,0.08,0.025,0.8,29.595770225351654
100,128,0.08,0.04,0.05,27.99999999999996
100,128,0.08,0.04,0.13,28.000000000000075
100,128,0.08,0.04,0.21,28.00000000000269
100,128,0.08,0.04,0.29,28.000000000004377
100,128,0.08,0.04,0.37,28.000000000005862
100,128,0.08,0.04,0.45,28.012899810662567
100,128,0.08,0.04,0.53,28.15572677308249
100,128,0.08,0.04,0.61,28.433633378355342
100,128,0.08,0.04,0.69,28.823554441130995
100,128,0.08,0.04,0.8,29.506501213088136
100,128,0.08,0.055,0.05,27.999999999999954
100,128,0.08,0.055,0.13,27.999999999999986
100,128,0.08,0.055,0.21,28.00000000000431
100,128,0.08,0.055,0.29,28.000000000005837
100,128,0.08,0.055,0.37,28.000000000007045
100,128,0.08,0.055,0.45,28.000582195691223
100,128,0.08,0.055,0.53,28.108662199247423
100,128,0.08,0.055,0.61,28.36793264130816
100,128,0.08,0.055,0.69,28.747201755136377
100,128,0.08,0.055,0.8,29.422096099141307
100,128,0.08,0.07,0.05,27.999999999999954
100,128,0.08,0.07,0.13,27.999999999999993
100,128,0.08,0.07,0.21,28.000000000003137
100,128,0.08,0.07,0.29,28.000000000006747
100,128,0.08,0.07,0.37,28.00000000000802
100,128,0.08,0.07,0.45,28.00000010172086
100,128,0.08,0.07,0.53,28.070966267361264
100,128,0.08,0.07,0.61,28.30907195605115
100,128,0.08,0.07,0.69,28.676193667256392
100,128,0.08,0.07,0.8,29.3417988737612
100,128,0.08,0.1,0.05,27.999999999999957
100,128,0.08,0.1,0.13,28.00000000000002
100,128,0.08,0.1,0.21,28.000000000000533
100,128,0.08,0.1,0.29,28.000000000006565
100,128,0.08,0.1,0.37,28.000000000009088
100,128,0.08,0.1,0.45,28.000000000000792
100,128,0.08,0.1,0.53,28.020464001211373
100,128,0.08,0.1,0.61,28.209281799890256
100,128,0.08,0.1,0.69,28.548063726115902
100,128,0.08,0.1,0.8,29.19179745681644
100,132,0.08,0.01,0.05,31.999999999999957
100,132,0.08,0.01,0.13,31.999999999999964
100,132,0.08,0.01,0.21,32.00000000000481
100,132,0.08,0.01,0.29,32.00000000000876
100,132,0.08,0.01,0.37,32.00000002667049
100,132,0.08,0.01,0.45,32.031274911845706
100,132,0.08,0.01,0.53,32.1541929235512
100,132,0.08,0.01,0.61,32.377886592638205
100,132,0.08,0.01,0.69,32.699766415524245
100,132,0.08,0.01,0.8,33.28541623886203
100,132,0.08,0.025,0.05,31.999999999999957
100,132,0.08,0.025,0.13,32.00000000000004
100,132,0.08,0.025,0.21,32.00000000000246
100,132,0.08,0.025,0.29,32.0000000000096
100,132,0.08,0.025,0.37,32.000000000008455
100,132,0.08,0.025,0.45,32.003555064810996
100,132,0.08,0.025,0.53,32.093937710472176
100,132,0.08,0.025,0.61,32.299814974516714
100,132,0.08,0.025,0.69,32.61144907858562
100,132,0.08,0.025,0.8,33.18943816068342
100,132,0.08,0.04,0.05,31.99999999999996
100,132,0.08,0.04,0.13,32.00000000000007
100,132,0.08,0.04,0.21,32.000000000000476
100,132,0.08,0.04,0.29,32.00000000000897
100,132,0.08,0.04,0.37,32.000000000006374
100,132,0.08,0.04,0.45,32.00000003888606
100,132,0.08,0.04,0.53,32.05118796613143
100,132,0.08,0.04,0.61,32.23460020250268
100,132,0.08,0.04,0.69,32.53318083541024
100,132,0.08,0.04,0.8,33.10115431517627
100,132,0.08,0.055,0.05,31.999999999999954
100,132,0.08,0.055,0.13,31.999999999999986
100,132,0.08,0.055,0.21,32.0000000000047
100,132,0.08,0.055,0.29,32.00000000000706
100,132,0.08,0.055,0.37,32.00000000000424
100,132,0.08,0.055,0.45,31.999999999952728
100,132,0.08,0.055,0.53,32.02226562523203
100,132,0.08,0.055,0.61,32.179378121479886
100,132,0.08,0.055,0.69,32.46263634764069
100,132,0.08,0.055,0.8,33.01872403130595
100,132,0.08,0.07,0.05,31.999999999999954
100,132,0.08,0.07,0.13,31.999999999999993
100,132,0.08,0.07,0.21,32.000000000003574
100,132,0.08,0.07,0.29,32.00000000000437
100,132,0.08,0.07,0.37,32.000000000002274
100,132,0.08,0.07,0.45,32.00000000000519
100,132,0.08,0.07,0.53,32.00539301340864
100,132,0.08,0.07,0.61,32.13275769236081
100,132,0.08,0.07,0.69,32.39868033542986
100,132,0.08,0.07,0.8,32.94124612633988
100,132,0.08,0.1,0.05,31.999999999999957
100,132,0.08,0.1,0.13,32.00000000000002
100,132,0.08,0.1,0.21,32.00000000000367
100,132,0.08,0.1,0.29,32.00000000000005
100,132,0.08,0.1,0.37,31.99999999999999
100,132,0.08,0.1,0.45,32.00000000000185
100,132,0.08,0.1,0.53,31.999999890471273
100,132,0.08,0.1,0.61,32.06219572322871
100,132,0.08,0.1,0.69,32.28795571403924
100,132,0.08,0.1,0.8,32.799087027936935
100,72,0.11,0.01,0.05,0.0
100,72,0.11,0.01,0.13,0.0
100,72,0.11,0.01,0.21,1.2348611805810998e-06
100,72,0.11,0.01,0.29,0.0006204380828995422
100,72,0.11,0.01,0.37,0.011335076322516147
100,72,0.11,0.01,0.45,0.05947054424345339
100,72,0.11,0.01,0.53,0.17342099479416595
100,72,0.11,0.01,0.61,0.36751526905447574
100,72,0.11,0.01,0.69,0.6429349541905113
100,72,0.11,0.01,0.8,1.1426317265230077
100,72,0.11,0.025,0.05,0.0
100,72,0.11,0.025,0.13,0.0
100,72,0.11,0.025,0.21,1.09378394084117e-06
100,72,0.11,0.025,0.29,0.0005801304671128219
100,72,0.11,0.025,0.37,0.010848544678245964
100,72,0.11,0.025,0.45,0.057619308851854414
100,72,0.11,0.025,0.53,0.1692530823710106
100,72,0.11,0.025,0.61,0.3603860624290096
100,72,0.11,0.025,0.69,0.632532091391085
100,72,0.11,0.025,0.8,1.1276391965833206
100,72,0.11,0.04,0.05,0.0
100,72,0.11,0.04,0.13,0.0
100,72,0.11,0.04,0.21,9.685549696626823e-07
100,72,0.11,0.04,0.29,0.0005423814582246625
100,72,0.11,0.04,0.37,0.010382707284626182
100,72,0.11,0.04,0.45,0.05582696026327528
100,72,0.11,0.04,0.53,0.16519226241063326
100,72,0.11,0.04,0.61,0.35341322465976605
100,72,0.11,0.04,0.69,0.6223319663782727
100,72,0.11,0.04,0.8,1.1129066483116352
100,72,0.11,0.055,0.05,0.0
100,72,0.11,0.055,0.13,0.0
100,72,0.11,0.055,0.21,8.573202269739091e-07
100,72,0.11,0.055,0.29,0.0005070132660535189
100,72,0.11,0.055,0.37,0.00993635705005479
100,72,0.11,0.055,0.45,0.054089924199966014
100,72,0.11,0.055,0.53,0.16123111962488992
100,72,0.11,0.055,0.61,0.34658400120018046
100,72,0.11,0.055,0.69,0.6123155117129065
100,72,0.11,0.055,0.8,1.098405134666422
100,72,0.11,0.07,0.05,0.0
100,72,0.11,0.07,0.13,0.0
100,72,0.11,0.07,0.21,7.585414181434737e-07
100,72,0.11,0.07,0.29,0.00047387300762643305
100,72,0.11,0.07,0.37,0.0095085444536212
100,72,0.11,0.07,0.45,0.0524057591825629
100,72,0.11,0.07,0.53,0.15736492158816995
100,72,0.11,0.07,0.61,0.33989106961332877
100,72,0.11,0.07,0.69,0.6024720087393928
100,72,0.11,0.07,0.8,1.0841188120048137
100,72,0.11,0.1,0.05,0.0
100,72,0.11,0.1,0.13,0.0
100,72,0.11,0.1,0.21,5.930449026947413e-07
100,72,0.11,0.1,0.29,0.00041372522177955554
100,72,0.11,0.1,0.37,0.008705258679953786
100,72,0.11,0.1,0.45,0.049188014343597763
100,72,0.11,0.1,0.53,0.14990391195327224
100,72,0.11,0.1,0.61,0.32689343074076793
100,72,0.11,0.1,0.69,0.5832760992991642
100,72,0.11,0.1,0.8,1.056154030219853
100,76,0.11,0.01,0.05,0.0
100,76,0.11,0.01,0.13,0.0
100,76,0.11,0.01,0.21,5.106325829862905e-05
100,76,0.11,0.01,0.29,0.005022050286989268
100,76,0.11,0.01,0.37,0.04521598450486372
100,76,0.11,0.01,0.45,0.16311534926678162
100,76,0.11,0.01,0.53,0.37992799890291234
100,76,0.11,0.01,0.61,0.6951276531491235
100,76,0.11,0.01,0.69,1.097841297511934
100,76,0.11,0.01,0.8,1.7696603824585695
100,76,0.11,0.025,0.05,0.0
100,76,0.11,0.025,0.13,0.0
100,76,0.11,0.025,0.21,4.6019678405266006e-05
100,76,0.11,0.025,0.29,0.004736914415903715
100,76,0.11,0.025,0.37,0.04349990739555401
100,76,0.11,0.025,0.45,0.15857597624043715
