N,P,APE,kappa,runtime,K,runType
80,10000,3.99607,372716000000000.0,1.06621,95.0,0.0125
80,10000,8.72106,8267520000000.0,1.52992,105.0,0.0125
80,10000,8.71478,8386730000000.0,0.350428,105.0,0.0125
80,10000,4.02587,140397000000000.0,1.03749,95.0,0.0125
80,10000,7.36014,14308900000000.0,1.40764,102.5,0.0125
80,10000,8.64413,8346500000000.0,0.687073,105.0,0.0125
80,10000,7.34856,14048100000000.0,1.44208,102.5,0.0125
80,10000,3.89652,540032000000000.0,1.02757,95.0,0.0125
80,10000,8.68117,8282010000000.0,0.555911,105.0,0.0125
80,10000,3.97151,121806000000000.0,1.10434,95.0,0.0125
80,10000,8.83384,8458080000000.0,0.435307,105.0,0.0125
80,10000,8.7128,8519640000000.0,1.58324,105.0,0.0125
80,10000,4.1136,187081000000000.0,1.05833,95.0,0.0125
80,10000,7.19497,15505300000000.0,1.33478,102.5,0.0125
80,10000,4.08401,331889000000000.0,0.230729,95.0,0.0125
80,10000,4.0886,354929000000000.0,0.198429,95.0,0.0125
80,10000,8.60872,8785460000000.0,1.46497,105.0,0.0125
80,10000,3.92287,208002000000000.0,0.193115,95.0,0.0125
80,10000,8.70091,8025020000000.0,1.44275,105.0,0.0125
80,10000,7.41506,14532600000000.0,1.42798,102.5,0.0125
80,10000,8.86711,8050990000000.0,1.34622,105.0,0.0125
80,10000,3.97689,196638000000000.0,0.180134,95.0,0.0125
80,10000,8.62529,8550350000000.0,1.53203,105.0,0.0125
80,10000,7.34057,14376600000000.0,1.24736,102.5,0.0125
80,10000,4.08723,248649000000000.0,0.183336,95.0,0.0125
80,10000,8.7203,8382800000000.0,1.47413,105.0,0.0125
80,10000,8.75786,8485310000000.0,1.64251,105.0,0.0125
80,10000,3.95232,761396000000000.0,0.196243,95.0,0.0125
80,10000,8.79587,8352380000000.0,1.57018,105.0,0.0125
80,10000,7.30645,14488000000000.0,1.32694,102.5,0.0125
80,10000,3.95192,322825000000000.0,0.195817,95.0,0.0125
80,10000,8.67899,8307550000000.0,1.7182,105.0,0.0125
80,10000,3.87135,440791000000000.0,0.184284,95.0,0.0125
80,10000,8.66857,8629090000000.0,1.77666,105.0,0.0125
80,10000,8.6879,8352980000000.0,1.62179,105.0,0.0125
80,10000,8.77994,8434540000000.0,1.39864,105.0,0.0125
80,10000,8.68395,8623950000000.0,0.662188,105.0,0.0125
80,10000,8.61652,7871180000000.0,0.329056,105.0,0.0125
80,10000,8.72972,8314960000000.0,0.271252,105.0,0.0125
80,10000,4.00883,147949000000000.0,0.989339,95.0,0.0125
80,10000,8.59763,8538680000000.0,1.75812,105.0,0.0125
80,10000,4.0374,120801000000000.0,0.571608,95.0,0.0125
80,10000,8.73174,8006280000000.0,1.48243,105.0,0.0125
80,10000,4.09981,221348000000000.0,1.04391,95.0,0.0125
80,10000,8.66267,8346130000000.0,1.35591,105.0,0.0125
80,10000,7.42939,14422900000000.0,0.275407,102.5,0.0125
80,10000,7.35217,14251100000000.0,0.24973,102.5,0.0125
80,10000,8.55136,8305150000000.0,1.40343,105.0,0.0125
80,10000,3.96439,508757000000000.0,0.973698,95.0,0.0125
80,10000,8.73079,8310590000000.0,1.76975,105.0,0.0125
80,10000,8.65782,8207160000000.0,1.08618,105.0,0.0125
80,10000,8.59971,8281030000000.0,1.72186,105.0,0.0125
80,10000,8.79325,8447620000000.0,1.10906,105.0,0.0125
80,10000,8.8028,8451660000000.0,1.41258,105.0,0.0125
80,10000,8.56539,8290090000000.0,1.53891,105.0,0.0125
80,10000,7.33666,14048900000000.0,0.258651,102.5,0.0125
80,10000,8.83399,8312460000000.0,1.51529,105.0,0.0125
80,10000,8.75275,8336570000000.0,0.271918,105.0,0.0125
80,10000,3.97187,166059000000000.0,1.01591,95.0,0.0125
80,10000,4.01676,274467000000000.0,0.903867,95.0,0.0125
80,10000,8.71865,8836900000000.0,0.280008,105.0,0.0125
80,10000,7.23248,15312500000000.0,1.39067,102.5,0.0125
80,10000,8.71263,8636500000000.0,0.293038,105.0,0.0125
80,10000,4.04535,1256950000000000.0,0.960376,95.0,0.0125
80,10000,8.76519,8131100000000.0,0.431559,105.0,0.0125
80,10000,7.33936,15001600000000.0,1.27197,102.5,0.0125
80,10000,4.15988,384912000000000.0,0.80408,95.0,0.0125
80,10000,8.75663,8443030000000.0,0.299059,105.0,0.0125
80,10000,3.92812,241741000000000.0,1.05538,95.0,0.0125
80,10000,8.68349,8536970000000.0,0.26158,105.0,0.0125
80,10000,7.30729,14773100000000.0,1.48107,102.5,0.0125
80,10000,3.91065,150982000000000.0,0.771343,95.0,0.0125
80,10000,8.68376,8218340000000.0,0.261399,105.0,0.0125
80,10000,3.92592,316263000000000.0,0.941104,95.0,0.0125
80,10000,8.77951,8144350000000.0,0.2659,105.0,0.0125
80,10000,4.00563,216990000000000.0,0.789494,95.0,0.0125
80,10000,8.79293,8264150000000.0,0.371043,105.0,0.0125
80,10000,7.33503,15061300000000.0,1.44351,102.5,0.0125
80,10000,4.00732,226124000000000.0,1.0695,95.0,0.0125
80,10000,8.70796,8456990000000.0,0.303198,105.0,0.0125
80,10000,7.19517,14830900000000.0,0.268437,102.5,0.0125
80,10000,4.04776,389917000000000.0,0.220293,95.0,0.0125
80,10000,8.66555,8380520000000.0,1.55956,105.0,0.0125
80,10000,4.02426,130859000000000.0,0.220998,95.0,0.0125
80,10000,8.72089,7995200000000.0,1.44406,105.0,0.0125
80,10000,7.36863,14179500000000.0,1.48803,102.5,0.0125
80,10000,3.98314,203344000000000.0,0.416005,95.0,0.0125
80,10000,8.85494,8270320000000.0,1.62365,105.0,0.0125
80,10000,8.60916,8446890000000.0,1.41529,105.0,0.0125
80,10000,4.07647,114814000000000.0,0.427604,95.0,0.0125
80,10000,8.72683,8406460000000.0,1.59205,105.0,0.0125
80,10000,7.20847,14765600000000.0,1.56754,102.5,0.0125
80,10000,8.60482,8700450000000.0,1.47023,105.0,0.0125
80,10000,4.05937,259090000000000.0,0.511159,95.0,0.0125
80,10000,8.76057,8013010000000.0,1.35353,105.0,0.0125
80,10000,7.32884,15203800000000.0,1.47743,102.5,0.0125
80,10000,8.60561,8302530000000.0,1.68631,105.0,0.0125
80,10000,4.0819,467019000000000.0,0.499543,95.0,0.0125
80,10000,4.03763,187338000000000.0,0.567265,95.0,0.0125
80,10000,8.68631,8255200000000.0,1.51763,105.0,0.0125
80,10000,4.00992,133207000000000.0,0.449506,95.0,0.0125
80,10000,8.80673,8269070000000.0,1.57786,105.0,0.0125
80,10000,4.01711,149229000000000.0,0.428442,95.0,0.0125
80,10000,3.99341,217422000000000.0,0.419259,95.0,0.0125
80,10000,8.76146,7982280000000.0,1.65986,105.0,0.0125
80,10000,8.77043,8106030000000.0,1.65295,105.0,0.0125
80,10000,8.75116,8533450000000.0,1.34511,105.0,0.0125
80,10000,8.5754,8410870000000.0,1.56948,105.0,0.0125
80,10000,7.4035,14763500000000.0,1.39047,102.5,0.0125
80,10000,8.8103,8243540000000.0,1.63542,105.0,0.0125
80,10000,7.28179,14721300000000.0,1.49046,102.5,0.0125
80,10000,4.0018,223375000000000.0,0.552378,95.0,0.0125
80,10000,8.71697,8664940000000.0,1.33461,105.0,0.0125
80,10000,4.0117,224949000000000.0,0.460201,95.0,0.0125
80,10000,8.60988,8240230000000.0,1.33434,105.0,0.0125
80,10000,4.04072,113006000000000.0,0.464779,95.0,0.0125
80,10000,8.84752,8310100000000.0,1.49196,105.0,0.0125
80,10000,4.0471,547122000000000.0,0.476865,95.0,0.0125
80,10000,8.72211,8244390000000.0,1.43285,105.0,0.0125
80,10000,8.64795,8736000000000.0,1.3939,105.0,0.0125
80,10000,7.20131,15215600000000.0,1.34262,102.5,0.0125
80,10000,8.7073,8246710000000.0,1.62572,105.0,0.0125
80,10000,4.16862,143209000000000.0,0.581724,95.0,0.0125
80,10000,7.30531,14728900000000.0,1.30398,102.5,0.0125
80,10000,8.68492,8479270000000.0,1.49915,105.0,0.0125
80,10000,4.04138,92068300000000.0,0.47473,95.0,0.0125
80,10000,3.9411,347395000000000.0,0.560739,95.0,0.0125
80,10000,8.73773,8207360000000.0,1.41313,105.0,0.0125
80,10000,7.39945,14458100000000.0,1.45986,102.5,0.0125
80,10000,7.26765,14147700000000.0,1.3137,102.5,0.0125
80,10000,3.94228,315098000000000.0,0.183035,95.0,0.0125
80,10000,8.73947,8203300000000.0,1.59891,105.0,0.0125
80,10000,7.23363,14399500000000.0,1.29933,102.5,0.0125
80,10000,8.65293,8718400000000.0,1.52846,105.0,0.0125
80,10000,3.98661,233253000000000.0,0.191697,95.0,0.0125
80,10000,8.73788,8265210000000.0,1.38201,105.0,0.0125
80,10000,7.32198,14163500000000.0,1.35164,102.5,0.0125
80,10000,4.01539,187305000000000.0,0.222632,95.0,0.0125
80,10000,8.6689,8315560000000.0,1.58078,105.0,0.0125
80,10000,3.98868,300167000000000.0,0.191405,95.0,0.0125
80,10000,8.70851,8613160000000.0,1.67162,105.0,0.0125
80,10000,4.11394,194528000000000.0,0.197286,95.0,0.0125
80,10000,8.77577,8593420000000.0,1.69831,105.0,0.0125
80,10000,8.68639,8501210000000.0,1.81029,105.0,0.0125
80,10000,4.10435,137895000000000.0,0.193224,95.0,0.0125
80,10000,8.69909,8131310000000.0,1.64282,105.0,0.0125
80,10000,7.34146,13991800000000.0,0.993768,102.5,0.0125
80,10000,7.40798,14444300000000.0,1.39099,102.5,0.0125
80,10000,8.86184,8524010000000.0,1.60683,105.0,0.0125
80,10000,8.60602,8354670000000.0,1.47965,105.0,0.0125
80,10000,4.00333,228918000000000.0,0.183221,95.0,0.0125
80,10000,8.65563,8429000000000.0,0.955384,105.0,0.0125
80,10000,7.51768,14357300000000.0,1.44589,102.5,0.0125
80,10000,8.91716,8187770000000.0,1.55171,105.0,0.0125
80,10000,4.03677,113015000000000.0,0.481412,95.0,0.0125
80,10000,8.8404,8309280000000.0,0.9392,105.0,0.0125
80,10000,4.05817,241325000000000.0,0.466453,95.0,0.0125
80,10000,4.03662,319449000000000.0,0.508476,95.0,0.0125
80,10000,8.67276,8113440000000.0,1.52922,105.0,0.0125
80,10000,8.70432,8623550000000.0,1.39217,105.0,0.0125
80,10000,3.93161,265088000000000.0,0.433133,95.0,0.0125
80,10000,8.80714,8205760000000.0,1.32815,105.0,0.0125
80,10000,8.69512,8344310000000.0,1.70218,105.0,0.0125
80,10000,7.45472,14543500000000.0,1.4377,102.5,0.0125
80,10000,8.56859,8511160000000.0,1.45182,105.0,0.0125
80,10000,7.29458,15705100000000.0,1.43647,102.5,0.0125
80,10000,8.64839,8355480000000.0,1.68747,105.0,0.0125
80,10000,4.08719,87509400000000.0,0.707086,95.0,0.0125
80,10000,8.61772,8537210000000.0,1.69156,105.0,0.0125
80,10000,4.03761,231891000000000.0,0.648023,95.0,0.0125
80,10000,8.68223,8037620000000.0,1.60133,105.0,0.0125
80,10000,8.917,8312930000000.0,1.72253,105.0,0.0125
80,10000,4.01005,146385000000000.0,0.192679,95.0,0.0125
80,10000,3.89915,675935000000000.0,0.501186,95.0,0.0125
80,10000,8.79344,8203810000000.0,0.325646,105.0,0.0125
80,10000,5.92479,32342700000000.0,1.03502,100.0,0.0125
80,10000,5.97558,34983800000000.0,1.36398,100.0,0.0125
80,10000,7.34119,13940400000000.0,1.34666,102.5,0.0125
80,10000,5.13978,73015500000000.0,1.1972,97.5,0.0125
80,10000,4.95164,84692600000000.0,0.287547,97.5,0.0125
80,10000,6.16652,31651700000000.0,1.18636,100.0,0.0125
80,10000,5.00808,99125900000000.0,1.05664,97.5,0.0125
80,10000,6.01899,31865100000000.0,1.25192,100.0,0.0125
80,10000,4.91153,103304000000000.0,1.1464,97.5,0.0125
80,10000,6.23245,31451500000000.0,1.41123,100.0,0.0125
80,10000,7.39052,14802200000000.0,1.42035,102.5,0.0125
80,10000,5.01149,69219000000000.0,1.2563,97.5,0.0125
80,10000,4.88591,88838500000000.0,1.21618,97.5,0.0125
80,10000,7.38986,14768400000000.0,1.32754,102.5,0.0125
80,10000,6.06935,30739800000000.0,0.999761,100.0,0.0125
80,10000,6.10394,33493500000000.0,1.04769,100.0,0.0125
80,10000,6.10145,30198700000000.0,1.25029,100.0,0.0125
80,10000,4.98561,87588100000000.0,1.19271,97.5,0.0125
80,10000,5.04062,92271400000000.0,1.11753,97.5,0.0125
80,10000,6.04179,32517100000000.0,1.09082,100.0,0.0125
80,10000,6.12833,30775300000000.0,1.28338,100.0,0.0125
80,10000,4.98935,74237100000000.0,1.10871,97.5,0.0125
80,10000,4.85592,80425600000000.0,0.838462,97.5,0.0125
80,10000,6.12972,31881300000000.0,1.37218,100.0,0.0125
80,10000,7.45691,14057600000000.0,1.40548,102.5,0.0125
80,10000,4.93236,75341200000000.0,0.601839,97.5,0.0125
80,10000,7.1837,14800600000000.0,1.21519,102.5,0.0125
80,10000,5.98514,32552500000000.0,1.30097,100.0,0.0125
80,10000,4.86788,99228200000000.0,1.11479,97.5,0.0125
80,10000,7.37144,14688400000000.0,1.22038,102.5,0.0125
80,10000,5.04651,80761900000000.0,1.2939,97.5,0.0125
80,10000,7.22085,14445000000000.0,0.917303,102.5,0.0125
80,10000,7.28456,14583500000000.0,1.51269,102.5,0.0125
80,10000,6.08078,31019500000000.0,1.40343,100.0,0.0125
80,10000,7.35616,14317100000000.0,1.36004,102.5,0.0125
80,10000,5.04795,78179200000000.0,0.905658,97.5,0.0125
80,10000,4.94598,74829700000000.0,0.262541,97.5,0.0125
80,10000,6.0726,33269300000000.0,0.966108,100.0,0.0125
80,10000,4.90144,77394800000000.0,1.13765,97.5,0.0125
80,10000,6.05162,34387200000000.0,1.35221,100.0,0.0125
80,10000,7.28445,14282600000000.0,1.35875,102.5,0.0125
80,10000,7.20797,14643300000000.0,0.683306,102.5,0.0125
80,10000,4.9924,79360000000000.0,1.11963,97.5,0.0125
80,10000,6.04281,32311100000000.0,1.10056,100.0,0.0125
80,10000,5.01807,70355700000000.0,1.22843,97.5,0.0125
80,10000,6.05605,31911400000000.0,1.33007,100.0,0.0125
80,10000,4.9663,75598900000000.0,0.789196,97.5,0.0125
80,10000,7.28158,14833800000000.0,1.31382,102.5,0.0125
80,10000,7.32469,15362700000000.0,1.489,102.5,0.0125
80,10000,5.08432,81339700000000.0,1.11823,97.5,0.0125
80,10000,6.12029,30443500000000.0,1.34494,100.0,0.0125
80,10000,4.90522,103111000000000.0,0.942767,97.5,0.0125
80,10000,7.26689,14465400000000.0,0.792873,102.5,0.0125
80,10000,4.98785,73970000000000.0,1.04352,97.5,0.0125
80,10000,6.06259,31428900000000.0,1.36644,100.0,0.0125
80,10000,4.92492,63337500000000.0,1.09738,97.5,0.0125
80,10000,7.25932,14410300000000.0,1.34288,102.5,0.0125
80,10000,6.04493,34053300000000.0,1.33495,100.0,0.0125
80,10000,5.02498,63085500000000.0,1.09564,97.5,0.0125
80,10000,5.12801,63976000000000.0,0.905091,97.5,0.0125
80,10000,5.02427,75995900000000.0,1.1489,97.5,0.0125
80,10000,4.89426,82669900000000.0,1.18125,97.5,0.0125
80,10000,4.96982,73770800000000.0,1.18445,97.5,0.0125
80,10000,4.97865,80021500000000.0,1.13043,97.5,0.0125
80,10000,7.44876,15310900000000.0,1.2335,102.5,0.0125
80,10000,6.09551,30824200000000.0,1.28251,100.0,0.0125
80,10000,4.88596,67444700000000.0,1.13186,97.5,0.0125
80,10000,4.97034,67025700000000.0,1.15042,97.5,0.0125
80,10000,4.98347,87399700000000.0,0.987702,97.5,0.0125
80,10000,6.11985,31021100000000.0,1.25931,100.0,0.0125
80,10000,5.04971,76444600000000.0,1.15591,97.5,0.0125
80,10000,6.09068,31558600000000.0,1.31658,100.0,0.0125
80,10000,4.93095,111437000000000.0,1.18462,97.5,0.0125
80,10000,5.07836,87160700000000.0,1.15903,97.5,0.0125
80,10000,7.32886,15153200000000.0,1.44331,102.5,0.0125
80,10000,5.08118,77052500000000.0,1.16426,97.5,0.0125
80,10000,7.32454,14219100000000.0,1.20648,102.5,0.0125
80,10000,5.02916,79131000000000.0,0.493211,97.5,0.0125
80,10000,6.07654,32121500000000.0,0.723556,100.0,0.0125
80,10000,6.08561,32734600000000.0,1.33011,100.0,0.0125
80,10000,4.96061,95712200000000.0,1.17157,97.5,0.0125
80,10000,5.02364,90691700000000.0,1.12671,97.5,0.0125
80,10000,7.36577,14500500000000.0,1.48875,102.5,0.0125
80,10000,4.83681,96288000000000.0,0.934502,97.5,0.0125
80,10000,4.91669,93691200000000.0,1.29191,97.5,0.0125
80,10000,6.04539,30026600000000.0,1.22192,100.0,0.0125
80,10000,7.49642,14153500000000.0,1.30168,102.5,0.0125
80,10000,5.05422,101344000000000.0,1.18656,97.5,0.0125
80,10000,4.89635,70155200000000.0,1.05523,97.5,0.0125
80,10000,6.1307,33911000000000.0,1.36615,100.0,0.0125
80,10000,7.34955,14039600000000.0,1.42614,102.5,0.0125
80,10000,6.15323,31940700000000.0,1.37134,100.0,0.0125
80,10000,5.99632,31251800000000.0,1.24359,100.0,0.0125
80,10000,6.02278,32279500000000.0,1.19756,100.0,0.0125
80,10000,7.23881,15753500000000.0,1.48343,102.5,0.0125
80,10000,5.06404,66675200000000.0,1.05302,97.5,0.0125
80,10000,4.82811,94161400000000.0,0.905296,97.5,0.0125
80,10000,7.25843,15045200000000.0,1.51183,102.5,0.0125
80,10000,7.27376,15119400000000.0,1.49354,102.5,0.0125
80,10000,6.13353,31417200000000.0,1.37187,100.0,0.0125
80,10000,4.88866,78384500000000.0,1.0965,97.5,0.0125
80,10000,7.41376,14335000000000.0,1.324,102.5,0.0125
80,10000,4.93052,71914100000000.0,1.2054,97.5,0.0125
80,10000,4.97282,67581400000000.0,1.14011,97.5,0.0125
80,10000,6.20222,32458200000000.0,1.27576,100.0,0.0125
80,10000,4.93515,78450900000000.0,1.19549,97.5,0.0125
80,10000,5.9782,35003900000000.0,1.42576,100.0,0.0125
80,10000,5.04265,81544600000000.0,1.05134,97.5,0.0125
80,10000,7.37217,14814900000000.0,0.967623,102.5,0.0125
80,10000,4.91371,85938200000000.0,0.917036,97.5,0.0125
80,10000,5.03822,64828800000000.0,1.10556,97.5,0.0125
80,10000,5.0391,92670200000000.0,1.07032,97.5,0.0125
80,10000,7.23897,14987800000000.0,1.4172,102.5,0.0125
80,10000,6.10273,36307700000000.0,1.13488,100.0,0.0125
80,10000,6.0704,32484300000000.0,1.15317,100.0,0.0125
80,10000,7.22116,13449300000000.0,1.13546,102.5,0.0125
80,10000,7.3056,14913500000000.0,1.38848,102.5,0.0125
80,10000,5.94342,33798700000000.0,1.22932,100.0,0.0125
80,10000,4.96381,105856000000000.0,1.04417,97.5,0.0125
80,10000,7.35713,14789100000000.0,1.27766,102.5,0.0125
80,10000,6.06605,31145700000000.0,1.23519,100.0,0.0125
80,10000,4.89829,80141000000000.0,1.16799,97.5,0.0125
80,10000,5.91327,35767000000000.0,1.08095,100.0,0.0125
80,10000,6.22402,30693600000000.0,1.31721,100.0,0.0125
80,10000,4.98524,82327600000000.0,1.15175,97.5,0.0125
80,10000,6.10879,35243800000000.0,1.12425,100.0,0.0125
80,10000,4.84092,96486900000000.0,1.07447,97.5,0.0125
80,10000,4.99687,83837400000000.0,1.20872,97.5,0.0125
80,10000,4.89124,84599400000000.0,1.11259,97.5,0.0125
80,10000,4.99632,70280300000000.0,1.07448,97.5,0.0125
80,10000,6.0223,34445800000000.0,1.18909,100.0,0.0125
80,10000,4.94304,80789300000000.0,1.12104,97.5,0.0125
80,10000,7.24883,14497300000000.0,1.16393,102.5,0.0125
80,10000,7.32421,14536400000000.0,1.51303,102.5,0.0125
80,10000,6.05581,31243900000000.0,1.28092,100.0,0.0125
80,10000,6.01818,36902700000000.0,1.36926,100.0,0.0125
80,10000,7.25403,14314700000000.0,1.39796,102.5,0.0125
80,10000,4.99952,81566000000000.0,1.01816,97.5,0.0125
80,10000,4.94315,88701000000000.0,0.65856,97.5,0.0125
80,10000,4.93482,77605500000000.0,1.14164,97.5,0.0125
80,10000,7.38706,14199100000000.0,1.41109,102.5,0.0125
80,10000,7.30705,14715100000000.0,1.62788,102.5,0.0125
80,10000,4.96983,60301900000000.0,1.01375,97.5,0.0125
80,10000,4.93422,76298700000000.0,1.12633,97.5,0.0125
80,10000,4.80369,72051000000000.0,0.986066,97.5,0.0125
80,10000,5.04896,119351000000000.0,1.01268,97.5,0.0125
80,10000,6.1078,30269100000000.0,1.30907,100.0,0.0125
80,10000,4.88401,83985600000000.0,1.00792,97.5,0.0125
80,10000,6.09895,32224700000000.0,1.23412,100.0,0.0125
80,10000,6.14391,34315500000000.0,1.17272,100.0,0.0125
80,10000,7.32024,15868100000000.0,1.28992,102.5,0.0125
80,10000,5.08884,69315600000000.0,1.10572,97.5,0.0125
80,10000,6.05875,33016200000000.0,1.04693,100.0,0.0125
80,10000,7.33454,15111400000000.0,1.30709,102.5,0.0125
80,10000,4.97504,90982400000000.0,1.0305,97.5,0.0125
80,10000,5.09564,61204500000000.0,1.05361,97.5,0.0125
80,10000,4.98069,78891600000000.0,1.0462,97.5,0.0125
80,10000,5.07178,76358000000000.0,1.09679,97.5,0.0125
80,10000,6.07306,31693800000000.0,1.3992,100.0,0.0125
80,10000,7.41009,14363600000000.0,1.47278,102.5,0.0125
80,10000,5.00078,123103000000000.0,1.0644,97.5,0.0125
80,10000,7.30776,14586300000000.0,1.38807,102.5,0.0125
80,10000,7.19605,14816000000000.0,1.4379,102.5,0.0125
80,10000,7.44031,15039100000000.0,1.43226,102.5,0.0125
80,10000,6.13617,34383100000000.0,1.20066,100.0,0.0125
80,10000,4.96331,66194000000000.0,1.13733,97.5,0.0125
80,10000,5.03429,76757800000000.0,0.809514,97.5,0.0125
80,10000,5.01558,87945100000000.0,1.17309,97.5,0.0125
80,10000,4.88344,97976400000000.0,1.10996,97.5,0.0125
80,10000,4.88774,77943200000000.0,0.804817,97.5,0.0125
80,10000,4.90135,75795800000000.0,1.01536,97.5,0.0125
80,10000,4.96871,61922600000000.0,1.13247,97.5,0.0125
80,10000,4.98195,79167300000000.0,0.972189,97.5,0.0125
80,10000,7.17844,15129600000000.0,1.58626,102.5,0.0125
80,10000,7.35391,15298700000000.0,1.12968,102.5,0.0125
80,10000,4.89549,80032000000000.0,1.09811,97.5,0.0125
80,10000,4.97975,74609200000000.0,1.22329,97.5,0.0125
80,10000,4.96795,72385800000000.0,1.12914,97.5,0.0125
80,10000,7.34999,14874600000000.0,1.33883,102.5,0.0125
80,10000,6.14022,33622800000000.0,1.21766,100.0,0.0125
80,10000,5.99267,32675100000000.0,1.17321,100.0,0.0125
80,10000,5.02187,86188700000000.0,1.04488,97.5,0.0125
80,10000,7.41543,14377000000000.0,1.38165,102.5,0.0125
80,10000,6.23589,31370200000000.0,1.39499,100.0,0.0125
80,10000,5.03803,81008700000000.0,1.08813,97.5,0.0125
80,10000,4.99373,98807300000000.0,1.16027,97.5,0.0125
80,10000,6.02107,34363600000000.0,1.25585,100.0,0.0125
80,10000,5.00947,97720800000000.0,1.0934,97.5,0.0125
80,10000,5.05716,93271500000000.0,0.886246,97.5,0.0125
80,10000,7.42159,15198200000000.0,1.50298,102.5,0.0125
80,10000,5.01038,80463500000000.0,0.897095,97.5,0.0125
80,10000,7.37481,14483800000000.0,1.35578,102.5,0.0125
80,10000,5.02068,69700700000000.0,1.16278,97.5,0.0125
80,10000,6.05698,34299500000000.0,1.33455,100.0,0.0125
80,10000,6.16925,30361300000000.0,1.27711,100.0,0.0125
80,10000,7.4203,14174000000000.0,1.53496,102.5,0.0125
80,10000,6.14828,32230900000000.0,1.33811,100.0,0.0125
80,10000,4.92353,72134200000000.0,0.993093,97.5,0.0125
80,10000,5.00432,80619500000000.0,1.09547,97.5,0.0125
80,10000,6.10682,29791700000000.0,1.16385,100.0,0.0125
80,10000,4.88961,97915100000000.0,1.15178,97.5,0.0125
80,10000,7.23541,15482200000000.0,1.29817,102.5,0.0125
80,10000,7.31246,14509000000000.0,1.48632,102.5,0.0125
80,10000,6.08682,34232300000000.0,1.26324,100.0,0.0125
80,10000,7.34153,14876200000000.0,1.21329,102.5,0.0125
80,10000,4.94573,69569300000000.0,0.688446,97.5,0.0125
80,10000,5.95688,32993400000000.0,1.35876,100.0,0.0125
80,10000,5.08148,90645100000000.0,1.26947,97.5,0.0125
80,10000,7.41066,14373800000000.0,1.51837,102.5,0.0125
80,10000,4.96285,76134800000000.0,0.803842,97.5,0.0125
80,10000,4.99325,69848500000000.0,0.756037,97.5,0.0125
90,10000,3.97997,162981000000000.0,0.616839,95.0,0.0111111
90,10000,4.83815,99388600000000.0,1.02007,97.5,0.0111111
90,10000,8.69749,8792370000000.0,2.05015,105.0,0.0111111
90,10000,8.87607,8684990000000.0,1.89472,105.0,0.0111111
90,10000,5.05392,106675000000000.0,1.26668,97.5,0.0111111
90,10000,8.7059,8987110000000.0,0.573094,105.0,0.0111111
90,10000,8.7724,8965760000000.0,0.552564,105.0,0.0111111
90,10000,5.00853,101570000000000.0,1.24312,97.5,0.0111111
90,10000,4.89822,89584200000000.0,1.16432,97.5,0.0111111
90,10000,8.78374,9235400000000.0,2.2071,105.0,0.0111111
90,10000,7.38541,14831500000000.0,1.57244,102.5,0.0111111
90,10000,7.20466,15691000000000.0,1.38189,102.5,0.0111111
90,10000,8.63019,8804880000000.0,0.347418,105.0,0.0111111
90,10000,7.31025,15311100000000.0,1.58746,102.5,0.0111111
90,10000,4.02323,302262000000000.0,0.486246,95.0,0.0111111
90,10000,8.65974,8885960000000.0,0.534359,105.0,0.0111111
90,10000,7.34213,15833300000000.0,1.50014,102.5,0.0111111
90,10000,4.0795,231599000000000.0,0.513621,95.0,0.0111111
90,10000,5.03715,86741800000000.0,1.29925,97.5,0.0111111
90,10000,8.72839,9376520000000.0,1.96756,105.0,0.0111111
90,10000,5.01709,108533000000000.0,1.16908,97.5,0.0111111
90,10000,5.00796,110524000000000.0,1.24827,97.5,0.0111111
90,10000,7.30673,16164400000000.0,1.6167,102.5,0.0111111
90,10000,4.85501,94225300000000.0,1.22704,97.5,0.0111111
90,10000,8.60007,8959820000000.0,0.520525,105.0,0.0111111
90,10000,4.95767,118420000000000.0,1.13619,97.5,0.0111111
90,10000,5.14296,99700600000000.0,1.44706,97.5,0.0111111
90,10000,8.8678,8503900000000.0,1.93393,105.0,0.0111111
90,10000,5.03419,88495800000000.0,1.31846,97.5,0.0111111
90,10000,4.94904,96818800000000.0,1.3506,97.5,0.0111111
90,10000,3.94576,407605000000000.0,0.524268,95.0,0.0111111
90,10000,8.82355,8920450000000.0,1.69195,105.0,0.0111111
90,10000,8.59351,8585000000000.0,1.97421,105.0,0.0111111
90,10000,4.87284,98697400000000.0,1.28407,97.5,0.0111111
90,10000,4.98659,120235000000000.0,1.24248,97.5,0.0111111
90,10000,8.64059,9163650000000.0,1.90231,105.0,0.0111111
90,10000,4.0774,308257000000000.0,0.503926,95.0,0.0111111
90,10000,5.0173,99755800000000.0,1.29458,97.5,0.0111111
90,10000,8.67671,8806600000000.0,1.6852,105.0,0.0111111
90,10000,5.0501,107121000000000.0,1.34458,97.5,0.0111111
90,10000,8.71296,9083830000000.0,1.44383,105.0,0.0111111
90,10000,4.0655,393040000000000.0,0.460032,95.0,0.0111111
90,10000,8.79771,8658720000000.0,1.97141,105.0,0.0111111
90,10000,4.83179,90488800000000.0,1.23788,97.5,0.0111111
90,10000,5.00551,104350000000000.0,1.22811,97.5,0.0111111
90,10000,8.80671,9065140000000.0,1.84502,105.0,0.0111111
90,10000,5.08869,91913500000000.0,1.22333,97.5,0.0111111
90,10000,7.2321,16526000000000.0,1.42879,102.5,0.0111111
90,10000,8.83242,8650100000000.0,1.69737,105.0,0.0111111
